tic_id,best_subject_id,best_subject_sector,is_eb_catalog,eb_score_group,eb_score,num_votes_eb,num_votes_transit,num_users,num_comments,updated_at,best_subject_img_id,num_subjects,sectors,subject_ids,SIMBAD_MAIN_ID,SIMBAD_Is_EB,SIMBAD_OTYPES,SIMBAD_V__vartyp,SIMBAD_angDist,SIMBAD_Match_Score,VSX_OID,VSX_n_OID,VSX_V,VSX_Name,VSX_Is_EB,VSX_Type,VSX_Period,VSX_angDist,VSX_Match_Score,ASASSN_Name,ASASSN_URL,ASASSN_Is_EB,ASASSN_Type,ASASSN_Prob,ASASSN_Per,ASASSN_angDist,ASASSN_Match_Score
148045608,31858486,7,-,01,1,1,0,1,1,2019-04-15 18:47:31.008000+00:00,ff30903c-cb77-4420-b80c-651b2a3b975e,1,7,31858486,HD  48242,-,*|IR,,,3.0,,,,,-,,,,,,,-,,,,,
148087292,64610696,38,-,01,1,1,0,1,1,2021-07-27 10:13:43.368000+00:00,f4735861-445c-4079-a57d-62dc744d1b35,1,38,64610696,UCAC4 262-081258,-,*|IR|Y*?,,122.836332,3.0,,,,,-,,,,,,,-,,,,,
148092714,57000206,33,-,01,1,1,0,1,1,2021-02-12 18:29:54.020000+00:00,198fa9dc-7487-4612-9ed2-50ced3ae962d,1,33,57000206,HD  48383,-,**|*|IR|UV,,,5.0,,,,,-,,,,,,,-,,,,,
148096708,58382117,34,-,01,1,1,0,2,2,2021-03-15 12:07:17.143000+00:00,90347db8-d4e9-4ec8-b713-54ff7dce02f1,1,34,58382117,HD  48543A,-,**|*|IR,,0.001897,5.0,55595,B,2,NSV 17160,-,CST,,1.961673,1.0,,,-,,,,,
148098016,58304920,34,T,01,1,1,0,1,1,2021-03-16 23:15:25.925000+00:00,1e850727-39c5-4d6a-b3bf-79e426e833d4,2,"34,33","58304920,56971400",TYC 7099-4-1,-,*|IR,,,3.0,719384,,0,ASASSN-V J064203.36-365240.6,T,EW,0.714554,0.012312,1.0,J064203.36-365240.7,https://asas-sn.osu.edu/variables/AP44143768,T,EW,0.839,0.7145544,0.128759,4.0
148125049,31801082,6,-,00-,0,1,1,1,2,2019-03-28 15:23:50.946000+00:00,4c458a84-ea18-466f-9025-fbb97dd15207,1,6,31801082,HD  48630,-,*|IR|UV,,,5.0,,,,,-,,,,,,,-,,,,,
148130937,31334263,6,-,01,1,1,0,1,1,2019-03-20 09:48:50.502000+00:00,1e0b470c-4cea-498c-b6bb-d146cef171ff,2,"6,6","31334263,31334276",HD  48798,-,**|*|IR,,,4.0,,,,,-,,,,,,,-,,,,,
148158374,34557002,11,F,01,1,1,0,2,2,2019-07-07 15:14:08.728000+00:00,2209642d-61fc-43b7-a6f3-3a9bfb82d207,1,11,34557002,V* LX Lup,F,TT*|Y*O|Er*|V*|*|*|IR|X|Y*?,,,5.0,17865,B,0,LX Lup,-,TTS,,0.042933,1.0,J151852.72-405054.0,https://asas-sn.osu.edu/variables/419787,F,ROT:,0.903,0.0,1.632361,4.0
148158540,64593599,38,T,02,2,2,0,2,2,2021-07-22 17:37:58.776000+00:00,2472e15b-901f-4a79-a2dc-53019a54c67d,2,"38,11","64593599,34551548",V* GG Lup,T,EB*|SB*|V*|EB*|*|IR|UV,E,,5.0,17783,B,0,GG Lup,T,EA,1.849611,0.056407,1.0,,,-,,,,,
148185422,31333243,6,-,01,1,1,0,1,1,2019-03-14 18:46:49.811000+00:00,d1ccb50a-bd4d-4c5e-be6c-a04a076371e5,1,6,31333243,HD  48875,-,*|IR|X,,,5.0,,,,,-,,,,,,,-,,,,,
148207172,48232007,25,F,01,1,1,0,2,2,2020-08-13 17:07:26.180000+00:00,fc342ed1-bde7-4f49-aea3-a631a1603bfa,1,25,48232007,V* V773 Her,F,a2*|V*|*|IR|UV,,,3.0,15584,B,0,V0773 Her,F,ACV,1.45876,0.095889,1.0,J163643.01+152949.4,https://asas-sn.osu.edu/variables/96121,-,GCAS,0.293,0.0,1.751163,4.0
148218929,64593825,38,F,03,3,3,0,3,3,2021-07-27 18:03:32.616000+00:00,af940d27-7a64-4f87-8fb3-d4450332db4d,1,38,64593825,UCAC4 262-081331,-,*|IR|Y*?,,,5.0,500183,B,0,SSS_J151858.7-374344,F,ROT,3.46591,94.528135,1.0,J151858.71-374344.0,https://asas-sn.osu.edu/variables/84187,F,ROT:,0.799,0.0,93.961813,1.0
148228019,58274392,34,-,01,1,1,0,2,2,2021-04-21 08:14:05.594000+00:00,732db7dd-b4ec-423a-9210-7a95caae2797,3,"34,6,33","58274392,31350639,56958441",HD  49030,-,*|IR|UV,,,4.0,,,,,-,,,,,,,-,,,,,
148232073,31815915,6,-,00-,-1,2,3,4,4,2019-03-31 17:46:59.794000+00:00,c15075b6-1ad5-4158-b85e-2e9a2cd66264,1,6,31815915,L  453-58,-,PM*|PM*|*|IR,,,5.0,,,,,-,,,,,,,-,,,,,
148274098,32017316,7,T,05,5,5,0,5,5,2019-04-18 12:19:57.315000+00:00,22342976-b6aa-40a1-a222-8375cd35b61e,7,"7,6,7,7,6,6,7","32017316,31816280,32017304,32017309,31816270,31816275,32017300",ASAS J064543-3749.8,T,EB*|EB*|V*|*|IR,Ecl,,5.0,80949,B,0,ASAS J064543-3749.8,T,EB,4.053243,0.056457,1.0,J064542.66-374949.9,https://asas-sn.osu.edu/variables/280726,T,EB,1.0,4.0535476,0.236703,4.0
148290432,56999223,33,-,02,2,4,2,6,6,2021-02-16 14:30:34.155000+00:00,90aae994-df72-487d-8fc2-ab7335747332,1,33,56999223,TYC 5964-1201-1,-,*|IR,,,3.0,,,,,-,,,,,,,-,,,,,
148302247,56968275,33,T,04,4,4,0,4,4,2021-02-18 15:34:16.759000+00:00,abbd618c-0d1e-4dd2-ba34-a397938c0fa5,1,33,56968275,HD  53570,-,*|IR,,,5.0,82086,B,0,ASAS J070505-1158.2,T,ED,2.6396,0.0939,1.0,J070505.01-115814.0,https://asas-sn.osu.edu/variables/388520,-,VAR,0.4,899.9894233,2.346816,4.0
148305766,64590410,38,-,03,3,5,2,7,7,2021-07-25 13:27:40.615000+00:00,c3a0b98f-a34d-4ada-a5d9-5fd52b6ac8ca,2,"38,11","64590410,34472078",HD 136146,-,*|IR,,,5.0,,,,,-,,,,,,,-,,,,,
148357344,31856043,7,F,01,1,1,0,1,1,2019-04-18 13:59:24.195000+00:00,979b3fca-81c4-4b8a-baf3-650c4c7177ba,2,"7,7","31856043,31856049",ATO J106.3703-17.0880,F,Pu*|*|IR,PULS,,5.0,82122,B,0,ASAS J070529-1705.3,F,HADS,0.0900923,0.078748,1.0,J070528.78-170516.9,https://asas-sn.osu.edu/variables/419695,F,HADS,1.0,0.0900931,1.549139,4.0
148427064,64595918,38,-,00-,0,1,1,1,1,2021-07-26 23:16:04.658000+00:00,755efecc-440d-4ee4-92a8-d7fb9aa502f1,1,38,64595918,TYC 7843-2546-1,-,*|IR,,,5.0,,,,,-,,,,,,,-,,,,,
148450970,31823403,7,-,00-,-4,1,5,6,7,2019-04-09 21:09:46.395000+00:00,00d09504-0c02-45e2-a2e5-ffaff6e6f802,1,7,31823403,,-,,,,,,,,,-,,,,,,,-,,,,,
148463213,58383994,34,-,07+,7,7,0,7,7,2021-03-21 18:22:45.103000+00:00,f0c36dd8-409b-4750-b12f-4ecb9d5ae31d,2,"34,33","58383994,56965405",HD  50124,-,*|IR,,,5.0,,,,,-,,,,,,,-,,,,,
148480904,64605157,38,-,01,1,1,0,2,2,2021-07-28 12:41:53.046000+00:00,702c3556-b03b-4a77-ae75-03f5beb120b5,1,38,64605157,HD 136347,-,**|*|IR|UV,,0.010809,5.0,,,,,-,,,,,,,-,,,,,
148491834,32027419,7,-,01,1,1,0,2,2,2019-04-18 18:33:07.281000+00:00,4bbdda12-908d-4be0-8798-9d823a45c9bf,1,7,32027419,CD-40  2732,-,LM*|*|IR|X,,,3.0,,,,,-,,,,,,,-,,,,,
148500107,56960606,33,T,04,4,4,0,4,4,2021-02-16 19:36:45.226000+00:00,24d379e1-9921-44cd-a16d-7807557239cb,1,33,56960606,TYC 5393-1798-1,-,*|IR,,,5.0,419857,B,0,GDS_J0705534-133556,-,VAR,,0.15916,1.0,J070553.39-133557.1,https://asas-sn.osu.edu/variables/404917,T,EA,1.0,1.3254639,1.700496,4.0
148508281,56962173,33,T,04,4,4,0,5,5,2021-02-16 18:39:52.673000+00:00,631dcc5f-c015-49c4-9f72-1e03ca5c025d,1,33,56962173,TYC 5389-294-1,-,*|IR,,,5.0,419768,B,0,GDS_J0706356-125343,T,EA,1.478546,31.576374,1.0,J070635.66-125343.7,https://asas-sn.osu.edu/variables/418416,-,VAR,0.373,0.0,31.589459,0.0
148544875,33246563,9,-,04,4,4,0,4,4,2019-05-30 06:54:42.853000+00:00,fb2fc551-fc93-441d-ac8d-d5ad989c1e63,4,"9,9,9,9","33246563,41437084,33246583,33246629",,-,,,,,,,,,-,,,,,,,-,,,,,
148551290,34480471,11,F,01,1,1,0,1,2,2019-07-13 22:56:55.161000+00:00,2319a860-134d-4ce4-b75d-8422b6b1def3,1,11,34480471,V* LZ Lup,F,TT*|Y*O|Er*|V*|*|*|IR|X|Y*?,TTS,,5.0,17867,B,0,LZ Lup,F,TTS/ROT,0.63252,0.048106,1.0,J152211.69-395951.3,https://asas-sn.osu.edu/variables/419800,F,ROT:,0.635,0.0,0.885494,4.0
148559140,60863484,36,T,03,3,3,0,5,5,2021-05-15 21:11:20.758000+00:00,021138ac-bf05-4721-a973-e060c2e940ae,1,36,60863484,HD  94884,-,*|IR,,,5.0,92505,B,0,ASAS J105708-0616.4,T,ESD|ED,0.82564,0.027121,1.0,J105707.59-061624.5,https://asas-sn.osu.edu/variables/189054,F,ROT:,0.308,0.0,0.436777,4.0
148560397,60863956,36,-,05,5,5,0,7,7,2021-05-14 19:45:11.368000+00:00,900c2aa0-fa9b-48d7-b4b9-d309fa75d5c1,1,36,60863956,HD  94941C,-,**|*|IR,,,1.0,,,,,-,,,,,,,-,,,,,
148563159,33296002,9,-,01,1,1,0,1,1,2019-05-31 20:04:36.931000+00:00,c15fd611-2978-4909-8367-80531be8985d,1,9,33296002,BD-10  3164,-,PM*|*|IR,,,5.0,,,,,-,,,,,,,-,,,,,
148574197,40161820,19,-,01,1,1,0,1,1,2020-02-09 11:29:16.311000+00:00,9d2b6e53-4f1c-4166-8500-7497b0700ab9,1,19,40161820,BD+62   733,-,*|IR,,,5.0,,,,,-,,,,,,,-,,,,,
148589486,56964414,33,-,02,2,5,3,7,7,2021-02-14 18:01:46.485000+00:00,9444bdbf-50a0-4fa6-ac33-f8aa72369edb,1,33,56964414,HD  54089,-,*|IR,,,5.0,,,,,-,,,,,,,-,,,,,
148611095,33230136,9,-,04,4,4,0,4,4,2019-06-01 21:16:27.515000+00:00,d5223e1f-86d8-42c9-84ff-e524306cf5f9,5,"9,9,9,9,9","33230136,33230099,33230111,41544390,33230121",G 163-35,-,PM*|PM*|*|IR,,,1.0,,,,,-,,,,,,,-,,,,,
148612685,41428631,9,-,06,6,6,0,6,6,2020-03-31 11:42:01.218000+00:00,a7ef6db2-46b1-4f6f-b79e-6c11556105a5,5,"9,9,9,9,9","41428631,33285221,33285197,33285214,33285206",BD-11  2999,-,PM*|*|IR|X,,,3.0,,,,,-,,,,,,,-,,,,,
148622555,41032762,21,-,02,2,2,0,2,2,2020-03-19 13:21:39.807000+00:00,6086ae21-0743-4a95-b410-e4cd618badca,1,21,41032762,HD  88851,-,*|IR,,,5.0,305403,B,0,HIP 50330,-,VAR,0.3187,0.058262,1.0,J101639.84+592245.2,https://asas-sn.osu.edu/variables/144942,-,VAR,0.26,0.0,1.309297,4.0
148656659,43287597,22,-,04,4,4,0,5,6,2020-04-18 19:34:02.748000+00:00,ca450683-3b14-4516-9cf7-c880c5c0ec2c,2,"22,21","43287597,41037122",GSC 03451-00617,-,**|*|IR,,,4.0,,,,,-,,,,,,,-,,,,,
148722215,57002656,33,-,03,3,3,0,4,4,2021-02-16 00:34:23.158000+00:00,907e307b-9846-45d5-90ca-226cea1dd6a8,1,33,57002656,TYC 5393-2152-1,-,*|IR,,,5.0,,,,,-,,,,,,,-,,,,,
148781497,44564115,23,T,06,6,6,0,8,8,2020-05-19 14:47:01.592000+00:00,ff76fc64-a9ba-42b4-aa2b-1f2374fb1866,2,"23,16","44564115,37872593",HD 128510,T,SB*|Ro*|EB*|SB*|V*|*|IR,,,5.0,285861,B,0,T-Boo0-00080,T,EA,2.539825,0.775748,1.0,J143554.46+463537.6,https://asas-sn.osu.edu/variables/119652,F,ROT:,0.691,493.1520149,0.908565,4.0
148785530,46387257,24,T,03,3,3,0,3,3,2020-06-18 14:56:45.127000+00:00,db160764-efec-4044-9e2d-ac609ce0d932,1,24,46387257,FBS 1531+381,T,HS*|**|EB*|EB*|HS*|blu|V*|*|*|IR,PCEB,,3.0,229257,B,0,DD CrB,T,EA/HW,0.1617704531,0.010994,1.0,J153349.53+375928.2,https://asas-sn.osu.edu/variables/94344,-,VAR,0.286,0.0,1.061113,4.0
148791862,32641977,8,-,00-,0,1,1,1,1,2019-04-25 08:19:23.728000+00:00,a4df78be-c341-4f5b-a4cb-322a8aa527a1,1,8,32641977,,-,,,,,,,,,-,,,,,,,-,,,,,
148824066,64599305,38,T,03,3,3,0,3,3,2021-07-24 16:23:38.855000+00:00,91cca6ca-bd09-4c2e-a1f7-92df4e523037,1,38,64599305,,-,,,,,731231,,0,ASASSN-V J152421.77-401449.9,T,EA,2.3639,0.037317,1.0,J152421.69-401450.3,https://asas-sn.osu.edu/variables/AP52855829,T,EA,0.985,2.3639135,0.991054,4.0
148885015,56963102,33,-,02,2,3,1,4,4,2021-02-16 22:59:01.792000+00:00,f8744229-d77d-4649-b91d-86e60feedfc7,1,33,56963102,TYC 5389-2221-1,-,*|IR,,,5.0,,,,,-,,,,,,,-,,,,,
148905216,64619290,38,T,03,3,3,0,4,4,2021-07-30 13:33:06.104000+00:00,d74a3cdf-b87c-4307-a5d5-c17963526179,2,"38,11","64619290,34481395",EBLM J1525-36,T,EB*|*,,0.000146,3.0,,,,,-,,,,,,,-,,,,,
148914403,41019891,21,T,04,4,4,0,6,7,2022-03-09 09:42:41.301000+00:00,4c16afdc-35f4-4268-8639-80482a12c32b,3,"21,15,14","41019891,37752118,36975304",HD 108720,-,*|IR,,,5.0,1545898,,0,PMAK V65,T,EA,18.2902,0.020775,1.0,,,-,,,,,
148914726,43273374,22,-,00-,0,3,3,5,5,2020-04-19 20:41:16.309000+00:00,4c9131d7-fbc8-4595-90ab-c367915d1777,1,22,43273374,TYC 4161-688-1,-,*|IR,,,5.0,,,,,-,,,,,,,-,,,,,
148917425,37757065,15,-,01,1,1,0,2,2,2019-10-27 20:06:11.243000+00:00,ba5e108c-3718-416a-9bc1-e896554dad6f,1,15,37757065,* kap Dra,-,PM*|Em*|Be*|V*|*|IR|UV,,,5.0,13950,B,0,kap Dra,-,GCAS,,0.053941,1.0,J123328.78+694717.9,https://asas-sn.osu.edu/variables/142494,-,VAR,0.444,974.1308735,0.87051,4.0
148920245,32078860,7,-,04,4,4,0,4,4,2019-04-18 19:29:27.380000+00:00,f92d0fcd-fe86-4b36-97dc-5ac26067eda3,4,"7,7,7,7","32078860,32078854,32078865,32078870",,-,,,,,,,,,-,,,,,,,-,,,,,
148963419,41030636,21,T,03,3,3,0,4,4,2020-03-15 23:25:17.645000+00:00,ad41e0e9-6b4d-4a19-85c5-6ec4326d2d19,3,"21,22,15","41030636,43291657,37776397",V* AX Dra,T,EB*|V*|*|IR,E,,5.0,13749,B,0,AX Dra,T,EB,0.5681644,0.073961,1.0,J124014.65+661711.2,https://asas-sn.osu.edu/variables/143409,-,VAR,0.365,0.0,1.681258,4.0
149004988,64593013,38,-,00-,0,1,1,3,3,2021-07-28 07:21:18.669000+00:00,d58af9c6-1bf6-480f-a352-82d0b77c0223,1,38,64593013,TYC 7835-1646-1,-,*|IR,,,5.0,,,,,-,,,,,,,-,,,,,
149010208,51632015,29,-,04,4,4,0,4,4,2020-11-15 14:35:39.104000+00:00,e26ac94f-4dc6-4c72-a240-efe34cda5f16,3,"29,2,2","51632015,28585703,28585706",TYC 6990-451-1,-,*|IR,,,5.0,,,,,-,,,,,,,-,,,,,
149030418,35164887,12,F,02,2,2,0,2,2,2019-07-21 21:26:34.159000+00:00,dada1e4c-c9b2-4515-90cd-bb867442d570,1,12,35164887,CD-46 10046,-,PM*|*|IR,,,5.0,100224,B,0,ASAS J152527-4640.2,-,MISC,25.50153,104.872671,1.0,J152526.44-464013.2,https://asas-sn.osu.edu/variables/415734,F,SR,1.0,50.2694811,105.205857,0.0
149039372,30281673,4,-,03,3,3,0,6,6,2019-02-23 14:47:41.859000+00:00,5b650185-3b17-4237-ba5e-a4fa83c76e56,11,"4,5,32,28,10,9,9,9,4,2,1","30281673,30898518,56364635,50594122,34089000,33263837,33263846,41412863,30281678,28586114,28431643",HD  34543,-,*|IR|UV,,,5.0,,,,,-,,,,,,,-,,,,,
149059708,56360709,32,-,00-,-3,1,4,8,10,2022-02-19 04:07:32.437000+00:00,23f74849-0f0e-4ab7-b5ed-d9dc10d46c32,1,32,56360709,,-,,,,,,,,,-,,,,,,,-,,,,,
149059954,65555405,39,-,01,1,1,0,1,1,2021-08-13 20:13:56.055000+00:00,f35b3e56-3a82-4143-af4f-e91379f964a8,4,"39,29,9,3","65555405,51631807,33260938,29703228",CD-61  1090,-,SB*|*|IR,,,5.0,,,,,-,,,,,J052122.59-611441.4,https://asas-sn.osu.edu/variables/66398,-,VAR,0.776,671.7343638,14.00888,2.0
149063036,64598973,38,-,01,1,1,0,1,1,2021-07-28 13:02:18.564000+00:00,03afc709-cae6-4123-92e4-09237c76a907,1,38,64598973,HD 137413,-,*,,0.001033,5.0,,,,,-,,,,,,,-,,,,,
149102723,64614075,38,-,00-,0,1,1,2,2,2021-07-27 20:37:52.649000+00:00,2f10dc70-4ca8-46fc-8444-cfeb197994b4,1,38,64614075,RMC  93,-,*|IR,,,3.0,,,,,-,,,,,,,-,,,,,
149102762,33242542,9,-,00-,-3,1,4,8,8,2019-06-03 08:57:39.003000+00:00,06df32c9-d43e-40d8-be2b-9a7dd2ad48e4,1,9,33242542,RMC  97,-,*|IR|s?b,,,3.0,,,,,-,,,,,,,-,,,,,
149106599,54444393,31,-,01,1,1,0,1,1,2021-01-05 21:21:44.057000+00:00,362fc490-0902-4746-b9a9-b57039794567,1,31,54444393,TYC 8878-400-1,-,*|IR,,,5.0,,,,,-,,,,,,,-,,,,,
149109861,64601332,38,F,02,2,2,0,4,4,2021-07-26 13:02:09.256000+00:00,84de78b0-8fe0-4b83-9bad-48a1fcfdbec9,1,38,64601332,CD-41  9904,F,Ro*|V*|*|*|IR|X,rot,,5.0,58745,B,0,NSV 20310,F,ROT,1.1397,0.125381,1.0,J152710.63-413831.4,https://asas-sn.osu.edu/variables/419617,-,VAR,0.538,270.5403795,2.369611,4.0
149120276,29667994,3,-,01,1,1,0,1,1,2019-01-29 12:46:57.268000+00:00,ba828f41-de12-4d15-8562-39942c05e083,1,3,29667994,HD  35846,-,**|*|IR,,,2.0,,,,,-,,,,,,,-,,,,,
149121385,34472063,11,-,01,1,1,0,1,1,2019-07-06 18:35:16.521000+00:00,046a75a2-3be7-4b5b-b744-6757217188e5,1,11,34472063,HD  35936,-,*|IR,,0.007166,5.0,,,,,-,,,,,,,-,,,,,
149154927,31350774,6,-,01,1,1,0,2,2,2019-03-24 12:10:13.367000+00:00,1cb3f36d-fe0c-459f-b3ff-5e02a8d15fac,1,6,31350774,HD  35935,-,*|IR,,,5.0,,,,,-,,,,,,,-,,,,,
149156748,30888737,5,F,00-,-1,1,2,3,3,2019-03-09 07:18:35.896000+00:00,1dcc0f35-38d9-47bb-b009-db7992c53777,1,5,30888737,TYC 8882-512-1,-,*|IR,,0.028852,2.0,844201,,0,ASASSN-V J052527.39-633113.4,F,ROT:,,0.030522,1.0,J052527.39-633113.2,https://asas-sn.osu.edu/variables/AP36647310,F,ROT:,0.829,0.0,0.142013,0.0
149159039,28431611,1,-,01,1,1,0,1,1,2018-12-07 18:36:00.721000+00:00,91a9b094-d2a0-44b5-aaac-957299519670,1,1,28431611,HD 271241,-,*|IR,,,5.0,,,,,-,,,,,,,-,,,,,
149160359,35159463,12,T,05,5,5,0,5,5,2020-04-22 19:44:16.430000+00:00,94ba58b5-6fd0-47bc-9b2b-479f94b33813,3,"12,11,13","35159463,34475921,36044457",HD  36276,T,EB*|*|IR,,,5.0,629456,B,0,WISE J052549.2-645921,T,EA,1.1207645,0.063044,1.0,,,-,,,,,
149161075,32587276,8,-,01,1,1,0,1,1,2019-04-25 22:47:31.151000+00:00,0a74ae1b-3a6c-42f9-aa59-cf9f2b64aadd,1,8,32587276,HD  36369,-,*|IR|UV,,,5.0,,,,,-,,,,,,,-,,,,,
149166278,64618313,38,-,01,1,1,0,1,1,2021-07-26 13:09:12.026000+00:00,be30146c-5727-4f9a-a7b4-00ac7a6b776c,1,38,64618313,HD 137499,-,*|IR,,,5.0,,,,,-,,,,,,,-,,,,,
149175396,33297415,9,-,00-,0,1,1,2,2,2019-05-29 14:42:55.796000+00:00,887b43c5-93aa-431e-9f8a-1bec76ac9533,1,9,33297415,HD  36256,-,*|IR,,,5.0,,,,,-,,,,,,,-,,,,,
149175965,58291538,34,T,03,3,3,0,3,3,2021-03-14 20:58:08.225000+00:00,839ca05f-2eda-49e1-948c-f227fb107a04,21,"34,31,30,28,13,6,12,11,9,9,6,5,36,32,27,9,9,9,5,4,4","58291538,54452229,52575526,50589742,36018201,31326498,35176269,34492883,33264698,41414070,31326505,30954077,60854979,56357892,50184497,33264710,33264719,33848257,30954061,30256140,30256149",2MASS J05263106-6022389,-,PM*|*|*|IR,,,5.0,838781,,0,ASASSN-V J052631.07-602239.0,T,EW,0.223687,0.015066,1.0,J052631.07-602240.3,https://asas-sn.osu.edu/variables/AP36659926,T,EW,0.758,0.2236873,1.311055,4.0
149176305,51646586,29,-,01,1,1,0,1,1,2020-11-18 23:46:58.396000+00:00,c6108f2b-f23a-4c9a-8290-3425cd9e4cab,1,29,51646586,HD  36435,-,PM*|*|IR|X,,,5.0,54753,B,0,NSV 16318,-,VAR,1.13022,0.058685,1.0,J052738.98-602502.2,https://asas-sn.osu.edu/variables/66125,-,VAR,0.664,540.7835857,5.358491,2.0
149216532,34088528,10,-,01,1,1,0,1,1,2019-06-21 14:52:12.001000+00:00,7e00686c-5f58-42d3-b9bd-1569707bb8cd,1,10,34088528,,-,,,,,,,,,-,,,,,,,-,,,,,
149218350,28584535,2,-,01,1,1,0,1,1,2018-12-17 20:22:33.642000+00:00,0a876762-db22-4e34-8bb2-cf1e865d3d3d,1,2,28584535,CD-60  1172,-,*|IR,,,5.0,,,,,-,,,,,,,-,,,,,
149219496,28584508,2,-,00-,0,1,1,1,1,2018-12-20 18:15:49.744000+00:00,51236d94-c256-4c00-a1f4-e3782bfc86a0,1,2,28584508,HD  36689,-,*|IR,,,5.0,,,,,-,,,,,,,-,,,,,
149247198,64599832,38,-,01,1,1,0,1,1,2021-07-25 15:28:38.958000+00:00,91aaac73-1cc1-44fe-9e18-7a08650939e8,1,38,64599832,TYC 7835-295-1,-,*|IR,,,5.0,,,,,-,,,,,,,-,,,,,
149248196,28418486,1,F,03,3,3,0,4,4,2018-12-11 09:21:00.375000+00:00,73df2352-f61a-49fc-814a-eb70cbe9f196,15,"1,2,1,1,34,33,12,11,6,5,5,5,4,4,9","28418486,28584708,28418484,28418490,58287567,56979506,35153638,34472957,31804250,30944022,30944027,30944030,30172355,30172360,41418587",V* AB Dor,F,TT*|V*|PM*|Ro*|Em*|V*|**|*|IR|UV|X|X,,,3.0,13645,B,0,AB Dor,F,TTS/ROT,0.5139,0.006279,1.0,J052845.01-652656.6,https://asas-sn.osu.edu/variables/140774,-,YSO,0.398,0.0,1.499989,4.0
149250753,35154878,12,-,01,1,1,0,2,2,2019-07-24 21:43:57.033000+00:00,41551020-914e-4549-bb69-fd53b0774578,4,"12,9,3,2","35154878,33282739,29662470,28584488",HD  36876,-,PM*|**|*|IR|UV,,,5.0,,,,,-,,,,,,,-,,,,,
149252961,31994766,7,-,01,1,1,0,1,1,2019-04-15 18:11:33.179000+00:00,2e1fa1c6-80cd-4d52-92a2-84b138fc0108,1,7,31994766,,-,,,,,,,,,-,,,,,,,-,,,,,
149303310,31783145,7,-,00-,0,1,1,2,2,2019-04-14 04:36:59.787000+00:00,25d36573-e708-4da9-bf64-e1901d425563,1,7,31783145,TYC 8883-148-1,-,PM*|*,,0.002064,5.0,,,,,-,,,,,,,-,,,,,
149303648,31836712,7,-,01,1,1,0,1,1,2019-04-08 01:20:51.124000+00:00,09ff3e96-721b-4639-b2c9-7e7a3c1d8544,2,"7,3","31836712,29702948",HD  37279,-,*|IR|UV,,,5.0,,,,,-,,,,,,,-,,,,,
149304313,29731880,3,-,01,1,1,0,1,1,2019-01-31 14:02:22.947000+00:00,a8aa5a35-045e-4d93-8cbe-a4ef2473ffaa,1,3,29731880,* G Dor,-,SB*|*|IR|UV,,,3.0,,,,,-,,,,,,,-,,,,,
149308175,33269975,9,-,01,1,1,0,1,1,2019-05-26 01:24:22.801000+00:00,6cd3af93-5137-4553-8c3b-ecd1a4c9e786,2,"9,1","33269975,28418367",CPD-63   464,-,PM*|*|IR,,,5.0,,,,,-,,,,,,,-,,,,,
149319411,31820144,7,T,04,4,4,0,5,5,2019-04-17 13:37:16.220000+00:00,8783ca07-ca45-4fea-824a-d52c88ac8962,7,"7,8,8,7,7,7,8","31820144,32613813,32613818,31820130,31820134,31820140,32613823",HD  62658,T,EB*|*|IR|UV,,,3.0,84502,B,0,ASAS J074348-3207.4,T,EA+ACV,4.752174,0.016764,1.0,J074347.63-320721.5,https://asas-sn.osu.edu/variables/259451,-,VAR,0.384,291.6029682,2.687432,4.0
149322835,64598027,38,-,00-,0,1,1,1,1,2021-07-24 09:16:39.766000+00:00,f3692227-8234-4f39-8cf4-4568bd9d3902,1,38,64598027,TYC 7843-172-1,-,*|IR,,,5.0,,,,,-,,,,,,,-,,,,,
149346418,34472547,11,F,01,1,1,0,2,2,2019-07-08 21:41:30.694000+00:00,931c2824-5d32-46ed-bc1f-440c08bf9906,1,11,34472547,* bet Dor,F,cC*|cC*|V*|*|IR|UV,DCEP,,3.0,13671,B,0,bet Dor,F,DCEP,9.842675,0.079665,1.0,J053336.99-622917.4,https://asas-sn.osu.edu/variables/66262,-,VAR,0.413,0.0,6.975482,2.0
149346498,57001535,33,-,01,1,1,0,2,2,2021-02-15 23:22:25.600000+00:00,86416005-fd52-410f-bc9f-fff4aeec314a,1,33,57001535,TYC 8883-57-1,-,*|IR,,,5.0,,,,,-,,,,,,,-,,,,,
149347480,64603049,38,-,01,1,1,0,1,1,2021-07-22 19:29:12.592000+00:00,185d840d-6348-41fc-8068-d32aed1b7335,1,38,64603049,HD  37402,-,*|IR|X,,,5.0,,,,,-,,,,,,,-,,,,,
149347629,35163351,12,-,01,1,1,0,1,1,2019-07-27 20:07:04.195000+00:00,9d976731-d7ee-4aef-9b8f-50688999beda,2,"12,1","35163351,28418338",,-,,,,,,,,,-,,,,,,,-,,,,,
149423433,32622610,8,-,00-,-1,1,2,3,3,2019-05-03 02:27:01.280000+00:00,bd30ccb3-49a3-4a47-9a05-266d56162cad,1,8,32622610,HD  38004,-,*|IR|UV,,,5.0,,,,,-,,,,,,,-,,,,,
149436670,64601585,38,T,03,3,3,0,5,5,2021-07-27 14:29:14.845000+00:00,3c09907f-75b3-49e7-a122-f8ea19d95551,1,38,64601585,HD 137918,-,PM*|*|*|IR,,,5.0,2213136,,3,KELT KS37C008604,T,EA,2.4963256,0.084401,1.0,,,-,,,,,
