TIC_ID,OID,n_OID,Name,V,Type,l_max,max,u_max,n_max,f_min,l_min,min,u_min,n_min,l_Period,Period,u_Period,RAJ2000,DEJ2000,angDist,Match_Score,Match_Mag_Band,Match_Mag_Diff
6400274,63055,B,V0362 Tel,0,EA,,9.68,,V,,,9.96,,V,,1.21125,,283.52058,-51.516,0.1257,1,V,0.0600000000000005
6631253,102784,B,ASAS J162637-5042.8,0,EA,,9.87,,V,,,10.19,,V,,8.87621,,246.65583,-50.71369,0.037671,1,V,0.0070000000000014495
7020254,625532,B,EPIC 211442297,0,EP,,13.19,,Kp,(,,0.018,,Kp,,20.27362337,,126.55344,12.28194,0.033258,1,GAIA,0.009999999999999787
7211118,83989,B,ASAS J073507-0905.7,0,ED,,9.3,,V,(,,0.33,,V,,1.44625,,113.77771,-9.09569,0.024698,1,V,0.01699999999999946
7320873,26368,B,UV Pic,0,BY,,11.8,,V,,,11.93,,V,,0.5351,,80.20554,-45.69167,0.004649,1,V,0.11499999999999844
7418947,77484,B,ASAS J052419-4614.1,0,ESD,,11.0,,V,(,,0.3,,V,,1.00763,,81.07704,-46.23578,78.25945,1,V,0.16900000000000048
7484436,546021,B,GDS_J1627045-533931,3,VAR,,12.07,,r,(,,0.2,,r,,,,246.76889,-53.65874,0.175728,1,GAIA,0.021000000000000796
7551387,684124,,GSC 06742-00051,0,NL/VY,,14.3,,V,,,17.5,:,V,,,,213.45925,-29.88975,0.036985,1,V,0.266
7695666,76124,B,ASAS J042235-4129.0,0,ED,,10.61,,V,(,,0.08,,V,,17.555387,,65.64675,-41.48336,0.053503,1,V,0.06500000000000128
7724421,4523,B,RT Cae,0,EW,,9.89,,V,,,10.09,,V,,0.640619,,66.41138,-38.05947,0.069652,1,V,0.05999999999999872
7791094,100603,B,ASAS J153554-3356.4,0,EC,,10.55,,V,(,,0.35,,V,,1.060417,,233.97558,-33.93986,0.018561,1,V,0.08499999999999908
7808834,4527,B,RX Cae,0,DSCTC,,7.07,,Hp,,,7.16,,Hp,,0.154101,,67.72225,-41.17428,0.063646,1,V,0.05000000000000071
7849727,18612,B,V0572 Lyr,0,EA,,10.6,,R1,,,11.0,,R1,,0.9933045,,275.40967,42.16881,0.028249,1,GAIA,0.28529999999999944
7851729,18611,B,V0571 Lyr,0,EA,,11.7,,R1,,,12.3,,R1,,1.2525883,,275.25817,44.64519,0.015284,1,GAIA,0.3359999999999985
7854182,13705,B,TZ Dra,0,EA/SD,,9.6,,pg,,,10.5,,pg,,0.8660347,,275.54863,47.56889,0.059693,1,B,0.0389999999999997
8008612,100698,B,ASAS J153816-3229.4,0,EC|ESD,,10.57,,V,(,,0.41,,V,,0.70132,,234.56733,-32.48989,0.040878,1,V,0.038000000000000256
8070739,91704,B,ASAS J103206-0209.6,0,MISC,,9.42,,V,(,,0.03,,V,,0.790408,,158.02396,-2.16058,0.052706,1,V,0.04400000000000048
8152515,269219,B,BD+42 2113,0,DSCT,,8.9,,V,(,,0.016,,CR,,0.12011,,155.26121,41.61394,0.098195,1,V,0.11000000000000121
8245065,37305,B,GS UMa,0,DSCT,,8.66,,V,,,8.71,,V,,0.16397,,157.36158,39.76903,0.138967,1,V,0.019999999999999574
8417276,138653,B,ROTSE1 J162406.50+344241.7,0,EW,,12.44,,V,,,12.7,,V,,0.42261289,,246.02733,34.71161,0.023399,1,V,0.15000000000000036
8444713,245383,B,1SWASP J162437.86+345723.8,0,E,,10.59,,CV,(,,0.024,,CV,,4.423851,,246.15775,34.95661,0.132331,1,V,0.18599999999999994
8592033,15014,B,GU Her,0,EA/DM,,11.5,,pg,,,12.3,,pg,,4.342921,,248.023,30.38603,0.048894,1,B,0.42600000000000016
8624617,15033,B,HV Her,0,EA/SD,,12.7,,pg,,,14.0,,pg,,4.905918,,248.28187,33.52376,0.012523,1,B,0.3719999999999999
8669966,59130,B,NSV 20695,0,ELL+DSCT,,6.87,,V,(,,0.028,,V,,3.3943056,,248.37167,30.49917,1.059544,1,V,0.017260000000000275
8673277,15710,B,V0899 Her,0,EW,,7.93,,Hp,,,8.07,,Hp,,0.421173,,248.75817,33.21328,0.058985,1,V,0.04999999999999982
8677671,4849,B,WW Cnc,0,EA/SD,,10.5,,pg,,,11.6,,pg,,1.1159518,,137.4525,30.42689,0.043639,1,B,0.3949999999999996
8865471,43134,B,NSV 4510,1,,,5.4,,V,(,,0.07,,V,,,,142.88504,35.10328,0.030527,1,V,0.023100000000000342
8989778,999,B,EK Aqr,0,EW,,10.8,,V,,,11.33,,V,,0.61279,,354.81737,-9.15147,0.055973,1,V,0.2909999999999986
9036901,4334,B,TX Boo,0,EA/SD:,,12.4,,pg,,,13.2,,pg,,3.4127464,,221.82263,31.84108,0.161075,1,B,0.347999999999999
9054370,282833,B,HD 222891,0,EA,,7.72,,H1A,(,,0.04,,H1A,,1.59495,,356.162,-8.84879,0.349152,1,GAIA,0.22948000000000057
9057422,629032,B,ASASSN-V J232025.64-192505.5,0,VAR,,11.74,,V,,,11.91,,V,,,,350.10683,-19.4182,0.275828,1,V,0.0389999999999997
9058724,160289,B,MV Boo,0,EA/RS,,10.7,,CR,,,10.9,,CR,,3.56053,,222.12921,35.05503,0.082264,1,T,0.6918999999999986
9070070,1000,B,EL Aqr,0,EW,,10.35,,V,,,10.75,,V,,0.48141,,356.82646,-8.08669,0.073456,1,V,0.17999999999999972
9146275,64516,B,OV Aqr,0,EA,,8.72,,V,,,8.98,,V,,21.66595,,351.53592,-19.37322,0.081568,1,V,0.009999999999999787
9216075,64532,B,NSV 26097,1,,,9.07,,Hp,,,9.22,,Hp,,,,352.75625,-19.49,0.265664,1,V,0.009999999999999787
9380768,76643,B,ASAS J045304-0700.4,0,EA+BY,,11.24,,V,,,11.7,,V,,1.62221933,,73.26844,-7.00652,0.044756,1,V,0.1120000000000001
9381557,40382,B,MQ Eri,0,EA,,12.6,,V,,,13.0,,V,,11.822,,73.38129,-6.69581,0.05981,1,V,0.07000000000000028
9384580,95461,B,ASAS J124613-2533.6,0,ESD,,11.35,,V,(,,0.19,,V,,0.314508,,191.55242,-25.56008,0.192777,1,V,0.0940000000000012
9391285,298003,B,V0390 UMa,0,EA,,11.18,,CV,,,11.42,,CV,,2.75259,,167.61229,36.5455,0.255663,1,V,0.4109999999999996
9461737,555313,B,PTFS1612al,0,EA/EL,,15.7,,R,,,,,,,0.636926,,183.22613,36.5616,0.123318,1,r,0.0033999999999991815
9473243,14839,B,TU Her,0,EA/SD,,10.88,,V,,,13.7,,V,,2.2669385,,258.39736,30.71001,0.009635,1,V,0.2579999999999991
9588485,15899,B,u. Her,0,EA/SD,,4.69,,V,,,5.37,,V,,2.051026,,259.33153,33.1001,0.009537,1,V,0.07343999999999973
9632550,941,B,BS Aqr,0,DSCT,,9.12,,V,,,9.62,,V,,0.1978234,,357.19171,-8.14572,0.083194,1,V,0.26000000000000156
9677272,136709,B,V0386 Nor,0,DSCTC,,13.52,,V,(,,0.01,,V,,0.0577,,246.91667,-49.17353,7.927914,1,V,0.6590000000000007
9692649,136708,B,V0385 Nor,0,ELL:,,11.64,,V,(,,0.04,,V,,0.974,,246.90746,-49.17842,0.115304,1,V,0.14599999999999902
9729491,1516692,,ASASSN-V J172045.60+340721.5,0,ROT,,11.99,,V,,,12.08,,V,,5.54147,,260.18998,34.12265,110.942224,1,V,0.0779999999999994
9825731,138697,B,ROTSE1 J172343.95+311754.4,0,EW,,11.79,,R1,(,,0.328,,R1,,0.83884603,,260.93314,31.29845,0.552217,1,GAIA,0.3956999999999997
9845586,129515,B,MY Eri,0,EW,,12.1,,V,,,12.9,,V,,0.3601105,,48.2165,-7.73894,0.049414,1,V,0.44599999999999973
9886075,75251,B,ASAS J031529-1146.2,0,EW,,10.75,,V,,,11.05,,V,,0.3535902,,48.87046,-11.77028,0.093801,1,V,0.05799999999999983
10057647,1545938,,PMAK V66,0,EA+DSCT+ROT:,,8.52,,V,(,,0.44,,TESS,,16.26379,,133.33042,53.73581,0.033841,1,V,0.0
10111251,136551,B,MU UMa,0,RRC,,11.8,,w,,,12.3,,w,,0.267946,,173.90304,38.76606,0.066158,1,GAIA,0.1620000000000008
10393493,390769,B,CSS_J175056.5+333244,0,EW,,12.56,,CV,(,,0.34,,CV,,0.360466,,267.73575,33.54569,0.986204,1,V,0.09799999999999898
10756751,144256,B,GP Cet,0,EA,,9.81,,V,,,10.26,,V,,3.4885,,9.22971,-5.87403,0.015294,1,V,0.129999999999999
10838695,9118,B,WZ Cet,0,EA/DM,,10.2,,V,,,10.8,,V,,4.6122,,25.25292,-6.72619,0.089289,1,V,0.12199999999999989
11002748,75592,B,ASAS J034449-0304.7,0,EB,,11.85,,V,(,,0.27,,V,,0.7787482,,56.20415,-3.07862,0.03854,1,V,0.1349999999999998
11083205,24422,B,V1359 Ori,0,DSCT,,8.43,,V,,,8.48,,V,,0.182157,,72.47867,-2.47739,0.060769,1,V,0.030000000000001137
11113164,11175,B,KV Cyg,0,EB/SD,,11.5,,pg,,,12.6,,pg,,2.8389936,,303.90888,36.79353,0.091417,1,B,0.28500000000000014
11119600,13159,B,V2239 Cyg,0,EA,,11.73,,w,,,12.51,,w,,0.61047966,,303.82321,37.52886,0.024728,1,GAIA,0.027899999999998926
11199521,24310,B,V1247 Ori,0,UXOR+DSCT,,9.82,,V,,,11.5,,V,,,,84.52187,-1.25603,0.046856,1,V,0.005000000000000782
11286198,55045,B,NSV 16610,1,VAR:,,3.75,,V,,,3.81,,V,,,,84.68708,-2.60028,2.184894,1,V,0.06129000000000007
11286209,24093,B,V1030 Ori,0,SXARI/E,,6.61,,V,,,6.77,,V,,1.1908,,84.69671,-2.59458,0.085272,1,V,0.14947
11294988,77987,B,V2747 Ori,0,INB:,,11.08,,V,,,11.35,,V,,1.92952,:,84.86292,-3.78456,0.042563,1,V,0.04400000000000048
11437325,724030,,ASASSN-V J020033.24+600033.0,0,EA,,12.57,,V,,,12.9,,V,,1.1467,,30.13851,60.00917,0.317555,1,V,0.058999999999999275
11480287,11374,B,V0454 Cyg,0,EB/SD,,11.8,,pg,,,13.2,,pg,,2.3168937,,303.98654,37.5085,0.067493,1,B,0.14400000000000013
11480757,13160,B,V2240 Cyg,0,EW,,12.03,,w,,,12.29,,w,,0.404187,,303.98308,37.45431,0.051408,1,GAIA,0.17459999999999987
11487334,231993,B,NSVS 17506495,0,EW,,12.372,,R1,(,,0.315,,R1,,0.38395,,17.66696,-28.23146,0.877143,1,GAIA,0.3788999999999998
11491822,17906,B,RR Lyn,0,EA/DM,,5.52,,V,,,6.03,,V,,9.945079,,96.60767,56.28511,0.055453,1,V,0.017440000000000566
11518868,34076,B,AN Scl,0,RS,,8.76,,V,,,9.08,,V,,7.89,,18.16883,-29.17958,0.101102,1,V,0.041999999999999815
11546041,53700,B,CT Scl,0,EW,,11.91,,V,,,12.12,,V,,0.406798,,19.0025,-25.70919,0.086369,1,V,0.3879999999999999
11559798,16271,B,OY Hya,0,GCAS,,5.93,,V,,,6.25,,V,,,,149.77629,-23.95078,0.08672,1,V,0.1800000000000006
11598102,34092,B,BE Scl,0,EW,,10.41,,Hp,,,10.84,,Hp,,0.422901,,20.38729,-29.13131,0.106445,1,V,0.02999999999999936
11793277,12107,B,V1187 Cyg,0,EA/DM,,10.75,,V,,,11.11,,V,,1.5070018,,304.17417,41.96275,0.157741,1,V,0.31700000000000017
11799872,41826,B,NSV 3202,0,EA+ROT,,6.28,,V,(,,0.025,,TESS,,4.258,,102.05121,55.70419,4.616319,1,V,0.7348500000000007
11799874,41826,B,NSV 3202,0,EA+ROT,,6.28,,V,(,,0.025,,TESS,,4.258,,102.05121,55.70419,0.020449,1,V,0.06099999999999994
11918748,11619,B,V0699 Cyg,0,EA,,12.0,,pg,,,13.0,,pg,,1.55152,,304.25138,39.13878,0.08972,1,B,0.23000000000000043
11961096,23593,B,V0530 Ori,0,EA/D,,10.6,,pg,,,11.3,,pg,,6.110792,,91.14083,-3.19767,0.052324,1,B,0.0779999999999994
12029932,172715,B,V2526 Cyg,0,EA:,,10.16,,V,,,10.48,,V,,10.5113,,304.34904,36.12667,0.076584,1,V,0.0039999999999995595
12494582,409599,,V2914 Cyg,0,EA,,10.2,,V,(,,0.3,:,V,,1.661885,,304.53942,38.30775,0.056152,1,V,0.08300000000000018
12632044,251870,B,LL Eri,0,ELL,,13.48,,V,,,13.63,,V,,0.2016268,,53.18113,-8.92758,0.042261,1,V,0.10599999999999987
12672792,11364,B,V0444 Cyg,0,EA/WR,,7.92,,V,,,8.22,,V,,4.212424,,304.88508,38.73167,0.069936,1,V,0.009999999999999787
12723924,625412,B,EPIC 205919993,0,EA,,10.14,,Kp,(,,0.055,,Kp,,11.00354925,,336.74461,-17.42445,0.049305,1,GAIA,0.03270000000000017
12790306,8805,B,V0453 Cep,0,EA,,7.53,,Hp,,,7.64,,Hp,,1.18475,,343.19083,60.91628,0.014685,1,V,0.11000000000000032
12811898,51643,B,NSV 13019,2,,,7.96,,V,,,,,,,,,304.99083,36.26889,0.812293,1,V,0.13399999999999945
12824209,1585939,,ZTF J021513.13+652859.9,0,EA,,15.277,,r,(,,0.845,,r,,1.0711968,,33.80471,65.48333,34.793884,1,GAIA,0.828100000000001
12825453,723588,,ASASSN-V J021557.21+655706.7,0,EA,,14.06,,V,,,14.23,,V,,1.0976,,33.98836,65.95186,0.014581,1,V,0.09800000000000075
12864374,410516,B,ASAS J001648-1427.2,0,EC|BCEP|DSCT|DSCTr|ESD,,9.053,,Ic,(,,0.096,,Ic,,0.303708,,4.2016,-14.45393,0.196844,1,T,0.5964799999999997
12915124,734267,,ASASSN-V J201956.90+375007.3,0,EA,,12.0,,V,,,12.25,,V,,3.164,,304.98707,37.83536,0.018147,1,V,0.07199999999999918
13017011,305723,B,HIP 97961,0,VAR,,5.56,,V,(,,0.005,,V,,0.31928,,298.6295,24.3194,0.157718,1,V,0.009560000000000457
13037534,8432,B,BB Cep,0,EA/DS,,12.1,,pg,,,13.2,,pg,,30.1851,,343.87592,64.00864,0.070066,1,B,0.3200000000000003
13062255,76868,B,ASAS J050205-2842.8,0,EA,,11.049,,V,(,,0.17,,V,,1.6512397,,75.52275,-28.71269,0.059651,1,V,0.09999999999999964
13068361,122902,B,ASAS J231234-2416.0,0,EC,,10.79,,V,(,,0.29,,V,,0.30736,,348.14087,-24.26694,0.133562,1,V,0.18200000000000038
13070701,76907,B,ASAS J050334-2521.9,0,EW,,11.05,,V,,,11.37,,V,,0.41407579,,75.88998,-25.36549,0.010806,1,V,0.2789999999999999
13135572,77005,B,ASAS J050656-2936.0,0,EC,,10.061,,V,(,,0.461,,V,,0.398375,,76.73733,-29.60247,0.100969,1,V,0.0600000000000005
13284088,64416,B,NSV 25981,1,VAR:,,7.65,,V,(,,0.1,,w,,,,344.19667,62.72694,0.675908,1,V,0.010000000000000675
13325340,77203,B,ASAS J051433-2519.7,0,EA,,12.58,,V,(,,0.5,,V,,0.89309,,78.63704,-25.32831,0.097735,1,V,0.06799999999999962
13345143,9541,B,RS Col,0,EW/DW,,9.54,,V,,,9.99,,V,,0.672355,,78.88017,-28.75058,0.061545,1,V,0.08000000000000007
13349647,409078,B,WASP-36,0,EP,,12.77,,V,(,,0.019,,V,,1.5373653,,131.5804,-8.02695,0.027429,1,V,0.06600000000000072
13351941,6890,B,V0559 Cas,0,EA,,7.01,,V,,,7.23,,V,,1.58064,,36.41712,61.54967,0.037536,1,V,0.021090000000000053
13389059,8652,B,NY Cep,0,EA/DM,,7.4,,V,,,7.55,,V,,15.27568,,344.66583,63.07714,0.046168,1,V,0.02999999999999936
13566784,42906,B,NSV 4282,2,,,5.54,,V,,,,,,,,,132.89338,-7.17722,0.024239,1,V,0.004909999999999748
13623021,730295,,ASASSN-V J085143.68-070744.4,0,EA,,11.68,,V,,,11.84,,V,,2.1703,,132.93202,-7.12899,0.013949,1,V,0.19400000000000084
13968858,11418,B,V0498 Cyg,0,EA/DM,,9.98,,V,,,10.75,,V,,3.4848355,,305.79512,39.16231,0.052989,1,V,0.09700000000000131
14207118,12951,B,V2031 Cyg,0,EA,,8.57,,V,,,8.68,,V,,2.704666,,305.96254,38.49286,0.002635,1,V,0.013999999999999346
14307980,89849,B,V0648 Hya,0,EA,,12.15,,V,,,12.8,,V,,0.89742,,144.55621,-1.0745,0.073324,1,V,0.06799999999999962
14617089,174813,B,NSVS 5733998,0,EA,,13.35,,V,,,13.83,,V,,1.6688988,,306.3157,37.55497,0.017132,1,V,0.045999999999999375
14709809,14311,B,RY Gem,0,EA/DS,,8.69,,V,,,11.04,,V,,9.300567,,111.85071,15.65964,0.044251,1,V,0.02009999999999934
14826027,17220,B,FZ Leo,0,EB/RS,,8.34,,V,,,8.49,,V,,0.91225,,179.50417,14.03794,0.036639,1,V,0.08000000000000007
14842303,286092,B,V2938 Cyg,0,EA,,10.75,,V,(,,0.16,,V,,0.772596,,306.37762,37.42997,0.058333,1,V,0.009000000000000341
14844585,728914,,ASASSN-V J202538.33+370310.6,0,EB,,12.17,,V,,,12.31,,V,,1.8631,,306.40969,37.05293,0.008933,1,V,0.025000000000000355
14948284,57892,B,NO Com,0,EA,,6.94,,V,,,7.02,,V,,2.7044,,190.28233,30.43714,0.075707,1,V,0.005199999999999427
15613315,73953,B,ASAS J010512+2746.1,0,EA,,9.89,,V,(,,0.27,,V,,0.7166127,,16.3017,27.76753,0.040517,1,V,0.009000000000000341
15795549,11376,B,V0456 Cyg,0,EA,,10.8,,pg,,,11.9,,pg,,0.89119559,,307.21187,39.15381,0.033047,1,B,0.35799999999999876
16288184,1546549,,K2-237,0,EP,,11.6,,V,(,,0.014,,V,,2.1805577,,253.76889,-28.71056,0.001295,1,V,0.002000000000000668
16316642,12747,B,V1827 Cyg,0,EB,,12.55,,V,,,13.1,,V,,4.0217,,307.61375,41.22364,0.030855,1,V,0.379999999999999
16331062,241665,B,WHAT236 14724,0,E,,10.359,,V,(,,0.042,,V,,1.38601,,232.38604,33.88208,0.112903,1,V,0.06099999999999994
16617827,11620,B,V0700 Cyg,0,EW/KW,,11.9,,B,,,12.4,,B,,0.29062974,,307.77188,38.78347,0.030254,1,B,0.1490000000000009
16734598,51753,B,NSV 13129,0,EA,,10.11,,V,,,10.36,,V,,4.7462557,,307.90667,41.2225,1.075189,1,V,0.33000000000000007
16740101,1547316,,KELT-9,0,EP,,7.55,,V,(,,0.007,,V,,1.4811235,,307.85981,39.93882,0.017444,1,V,0.0
17206122,2213494,,KELT KC06C10526,3,EA,,11.06,,V,(,,0.025,,V,,4.4536963,,146.21208,41.26414,0.058149,1,V,0.0019999999999988916
17299918,2213512,,KELT KC07C06727,3,EA,,11.69,,V,(,,0.023,,V,,1.014055,,160.33313,38.25871,0.4347,1,V,0.13899999999999935
17342647,1546101,,HD 144359,0,HB,,6.78,,V,(,,0.005,,TESS,,4.382,,241.05617,34.17878,0.051356,1,V,0.009920000000000151
17449899,13107,B,V2187 Cyg,0,BCEP,,15.4,,V,(,,0.05,,V,,0.25389,,308.32621,41.29433,0.17078,1,V,0.1490000000000009
17451194,13106,B,V2186 Cyg,0,EA,,10.99,,Ic,,,11.13,,Ic,,2.9788,,308.29375,41.37286,0.117268,1,T,0.21189999999999998
17467989,138509,B,ROTSE1 J161118.72+353818.9,0,EW,,10.94,,R1,(,,0.101,,R1,,0.31766301,,242.82802,35.63861,0.778768,1,GAIA,0.28420000000000023
17539022,136698,B,AU CrB,0,SXPHE(B),,12.3,,R1,,,12.5,,R1,,0.05172,,243.38208,32.57853,0.163339,1,GAIA,0.38280000000000136
17539192,138511,B,ROTSE1 J161342.13+315706.1,0,EW,,11.53,,R1,(,,0.315,,R1,,0.53180999,,243.42558,31.95171,0.759305,1,GAIA,0.17609999999999992
