MAIN_ID,TIC_ID,Is_EB_SIMBAD,OTYPES,V__vartyp,angDist,Match_Score
HD 136248,146350469,-,PM*|*|IR,,,5
HD  69251,146406806,-,**|*|IR,,,1
UCAC4 339-006375,146439804,-,PM*|*|IR,,0.00025,5
HD  91795,146483944,-,PM*|*|IR|UV,,,5
V* AL Lep,146520491,T,EB*|V*|*|IR,EW,,5
TYC 5909-358-1,146522930,-,*|IR,,,5
TYC 8197-2598-1,146530594,-,*|IR,,,5
UCAC4 345-006842,146539195,-,LM*|*|*|*|IR,,,4
BD-19  1108,146556335,-,*|IR,,,5
ASAS J050922-1932.5,146557531,T,EB*|EB*|V*|*|EB?|IR,EW:,0.304894,2
UCAC3 133-15653,146559012,-,LM*|**|*|*|*|IR,,,3
UCAC2  22144096,146559015,-,LM*|**|*|IR|X,,,2
BD-21  1095,146597035,-,*|IR,,,5
TYC 4896-1071-1,146601318,-,*|IR,,,5
HD  86222,146601322,T,EB*|V*|**|*|IR,,,2
V* KV Eri,146637697,T,EB*|EB*|V*|*|IR,Ecl,,5
CD-44   880,146688260,-,PM*|**|*|IR,,,5
CD-45  1013,146761368,-,*|IR,,,5
L  530-128,146776480,-,PM*|PM*|PM*|*|IR,,,5
V* V432 Vel,146810480,T,EB*|V*|**|*|IR,,,5
2MASS J10433395-4437206,146846569,-,PM*|*|IR,,,4
V* V377 CMa,146879345,T,EB*|V*|**|*|IR|UV,,,3
CD-43  6520,146939561,-,*|IR,,,5
TYC 7130-2105-1,146968478,-,*|IR,,,5
HD  93453,147026702,-,PM*|*|IR|UV,,,5
HD  51545,147035057,-,*|IR,,,5
HD  51429,147037759,-,*|IR,,,5
V* DD Ind,147083089,T,EB*|EB*|V*|*|IR,Ecl,,5
HD 203658,147084337,-,*|IR,,,5
TYC 7122-1771-1,147102369,-,*|IR,,,5
HD 203915,147114002,-,PM*|*|*|IR|X,,,5
V* DT Gru,147131974,T,EB*|V*|*|IR,EA,,2
HD  70118,147152188,-,*|IR,,,5
1RXS J065806.3-174427,147178211,-,CV*|CV*|*|IR|X,AM,,4
V* U Gru,147201138,T,EB*|EB*|V*|**|*|IR,EA,,5
HD 205110,147207533,-,**|*|IR,,,2
CD-45  6422,147214032,-,*|IR,,,5
TYC 7126-3694-1,147238759,-,*|IR,,,5
HD  70234,147244857,-,Em*|*|IR|UV,,,5
V* EG Vel,147277752,T,EB*|V*|*|IR|V*?,,,5
UCAC4 229-189604,147284470,-,*|IR,,71.385943,1
HD 205963,147302681,-,PM*|*|IR,,,5
TYC 5963-652-1,147310856,-,*|IR,,,5
HD  51981,147314529,-,*|IR|UV,,,5
CD-44  6859A,147340931,-,**|*|IR,,,5
TYC 8437-1866-1,147406559,-,PM*|*|IR,,,5
V* UX For,147455347,-,PM*|SB*|V*|RS*|**|*|IR|UV|X,rot,,5
HD  82814,147576476,T,EB*|V*|*|IR|X,ED,,5
V* ES UMa,147610499,T,EB*|V*|*|IR|X,EW,5e-06,5
TYC 4143-1225-1,147611185,-,*|IR,,,2
BD+66   641,147611197,-,PM*|*|IR,,,5
V* AR Dra,147625755,T,EB*|V*|*|IR,E,,5
TYC 7122-984-1,147676027,-,*|IR,,,3
BD+65   894,147686743,-,**|*|IR,,,5
CD-27 10463B,147696185,-,**|*|IR,,,5
TYC 1521-34-1,147751310,-,PM*|*|IR,,,5
TYC 6789-644-1,147785373,-,*|IR,,,5
HD  56819,147807432,-,PM*|*|IR|X,,,5
HD 139578,147924002,-,SB*|*|IR,,,5
TYC 4385-509-1,147950620,-,PM*|*|IR,,,5
SCR J0638-3714,147975720,-,PM*|PM*|*|IR,,,0
TOI-640,147977348,-,*|IR,,,5
TYC 4392-1152-1,147993277,-,*|IR,,,5
HD  48242,148045608,-,*|IR,,,3
UCAC4 262-081258,148087292,-,*|IR|Y*?,,122.836332,3
HD  48383,148092714,-,**|*|IR|UV,,,5
HD  48543A,148096708,-,**|*|IR,,0.001897,5
TYC 7099-4-1,148098016,-,*|IR,,,3
HD  48630,148125049,-,*|IR|UV,,,5
HD  48798,148130937,-,**|*|IR,,,4
V* LX Lup,148158374,F,TT*|Y*O|Er*|V*|*|*|IR|X|Y*?,,,5
V* GG Lup,148158540,T,EB*|SB*|V*|EB*|*|IR|UV,E,,5
HD  48875,148185422,-,*|IR|X,,,5
V* V773 Her,148207172,F,a2*|V*|*|IR|UV,,,3
UCAC4 262-081331,148218929,-,*|IR|Y*?,,,5
HD  49030,148228019,-,*|IR|UV,,,4
L  453-58,148232073,-,PM*|PM*|*|IR,,,5
ASAS J064543-3749.8,148274098,T,EB*|EB*|V*|*|IR,Ecl,,5
TYC 5964-1201-1,148290432,-,*|IR,,,3
HD  53570,148302247,-,*|IR,,,5
HD 136146,148305766,-,*|IR,,,5
ATO J106.3703-17.0880,148357344,F,Pu*|*|IR,PULS,,5
TYC 7843-2546-1,148427064,-,*|IR,,,5
HD  50124,148463213,-,*|IR,,,5
HD 136347,148480904,-,**|*|IR|UV,,0.010809,5
CD-40  2732,148491834,-,LM*|*|IR|X,,,3
TYC 5393-1798-1,148500107,-,*|IR,,,5
TYC 5389-294-1,148508281,-,*|IR,,,5
V* LZ Lup,148551290,F,TT*|Y*O|Er*|V*|*|*|IR|X|Y*?,TTS,,5
HD  94884,148559140,-,*|IR,,,5
HD  94941C,148560397,-,**|*|IR,,,1
BD-10  3164,148563159,-,PM*|*|IR,,,5
BD+62   733,148574197,-,*|IR,,,5
HD  54089,148589486,-,*|IR,,,5
G 163-35,148611095,-,PM*|PM*|*|IR,,,1
BD-11  2999,148612685,-,PM*|*|IR|X,,,3
HD  88851,148622555,-,*|IR,,,5
GSC 03451-00617,148656659,-,**|*|IR,,,4
TYC 5393-2152-1,148722215,-,*|IR,,,5
HD 128510,148781497,T,SB*|Ro*|EB*|SB*|V*|*|IR,,,5
FBS 1531+381,148785530,T,HS*|**|EB*|EB*|HS*|blu|V*|*|*|IR,PCEB,,3
TYC 5389-2221-1,148885015,-,*|IR,,,5
EBLM J1525-36,148905216,T,EB*|*,,0.000146,3
HD 108720,148914403,-,*|IR,,,5
TYC 4161-688-1,148914726,-,*|IR,,,5
* kap Dra,148917425,-,PM*|Em*|Be*|V*|*|IR|UV,,,5
V* AX Dra,148963419,T,EB*|V*|*|IR,E,,5
TYC 7835-1646-1,149004988,-,*|IR,,,5
TYC 6990-451-1,149010208,-,*|IR,,,5
CD-46 10046,149030418,-,PM*|*|IR,,,5
HD  34543,149039372,-,*|IR|UV,,,5
CD-61  1090,149059954,-,SB*|*|IR,,,5
HD 137413,149063036,-,*,,0.001033,5
RMC  93,149102723,-,*|IR,,,3
RMC  97,149102762,-,*|IR|s?b,,,3
TYC 8878-400-1,149106599,-,*|IR,,,5
CD-41  9904,149109861,F,Ro*|V*|*|*|IR|X,rot,,5
HD  35846,149120276,-,**|*|IR,,,2
HD  35936,149121385,-,*|IR,,0.007166,5
HD  35935,149154927,-,*|IR,,,5
TYC 8882-512-1,149156748,-,*|IR,,0.028852,2
HD 271241,149159039,-,*|IR,,,5
HD  36276,149160359,T,EB*|*|IR,,,5
HD  36369,149161075,-,*|IR|UV,,,5
HD 137499,149166278,-,*|IR,,,5
HD  36256,149175396,-,*|IR,,,5
2MASS J05263106-6022389,149175965,-,PM*|*|*|IR,,,5
HD  36435,149176305,-,PM*|*|IR|X,,,5
CD-60  1172,149218350,-,*|IR,,,5
HD  36689,149219496,-,*|IR,,,5
TYC 7835-295-1,149247198,-,*|IR,,,5
V* AB Dor,149248196,F,TT*|V*|PM*|Ro*|Em*|V*|**|*|IR|UV|X|X,,,3
HD  36876,149250753,-,PM*|**|*|IR|UV,,,5
TYC 8883-148-1,149303310,-,PM*|*,,0.002064,5
HD  37279,149303648,-,*|IR|UV,,,5
* G Dor,149304313,-,SB*|*|IR|UV,,,3
CPD-63   464,149308175,-,PM*|*|IR,,,5
HD  62658,149319411,T,EB*|*|IR|UV,,,3
TYC 7843-172-1,149322835,-,*|IR,,,5
* bet Dor,149346418,F,cC*|cC*|V*|*|IR|UV,DCEP,,3
TYC 8883-57-1,149346498,-,*|IR,,,5
HD  37402,149347480,-,*|IR|X,,,5
HD  38004,149423433,-,*|IR|UV,,,5
HD 137918,149436670,-,PM*|*|*|IR,,,5
LP  313-46,149438705,-,PM*|PM*|PM*|*|IR,,,1
UCAC4 126-007093,149445580,-,PM*|*|IR,,,4
HD  38281,149449530,-,*|IR,,,5
BD+16  2184,149470723,-,SB*|V*|*|IR,,,5
V* AV Dor,149473467,T,EB*|V*|*|IR|X,EB,,5
HD 138047,149487875,-,*|IR,,,5
TYC 7836-182-1,149529585,-,*|IR,,,5
RX J0543.9-6005,149539114,F,Ro*|V*|*|IR|X,rot,,5
CD-60  1257,149539552,-,*|IR,,,3
HD  38992,149540525,-,*|IR|UV,,,5
TYC 1993-2341-1,149566964,-,SB*|SB*|V*|*|IR,,,5
TYC 8892-1420-1,149573659,-,*|IR,,,5
HD 113406,149577535,-,SB*|SB*|V*|*|IR,,,5
HD 117029,149583965,-,PM*|*|IR,,,3
CPD-64   481,149598862,-,HS*|**|blu|SB*|*|IR,,,5
TYC 8896-810-1,149600376,-,*|IR,,,5
CD-60  1276,149601557,-,*|IR,,,4
CPD-64   484,149603524,-,V*|*|*|IR,,,5
BD+24  2588,149622009,-,**|*,,0.002369,5
HD 271568,149625812,-,*|IR,,,5
CRTS J054959.3-630336,149629043,T,EB*|*|IR,EA,,3
CD-34  3870,149673491,-,*|IR,,,5
ASAS J162337+1557.3,149736571,T,EB*|EB*|EB*|PM*|V*|*|EB?|IR,EW:,,5
GPM 130.194300-03.547236,149739367,-,*|IR,,,5
TYC  211-165-1,149740928,-,*|IR,,,5
Gaia EDR3 6552520205493779072,149826377,-,*|Y*?,,0.01122,1
HD 220708,149828022,-,**|*,,1.190739,2
TYC 4359-220-1,149833117,-,*|IR,,,5
ASAS J232801-3359.8,149837469,T,EB*|EB*|EB*|V*|*|IR,Ecl,,3
V* GW Eri,149861542,T,PM*|**|SB*|EB*|V*|*|IR|UV,,,5
BD+60  1282,149916496,-,*|IR,,,5
V* V1092 Tau,149926346,F,SB*|BY*|V*|WD*|V*|*|IR|UV|X,SIN,,5
HD  41297,149971754,F,Pu*|*|IR,,,5
CPD-63   514,149975922,-,*|IR,,,5
TYC 8897-1116-1,149976187,-,*|IR,,,5
UCAC4 126-008215,149990841,-,*|IR,,,5
HD  41762,149991210,-,*|IR,,,3
TYC 8901-1467-1,149992242,-,*|IR,,,5
UCAC4 136-007295,149993666,-,*|IR,,,5
UCAC4 130-007716,150068381,-,*|IR,,0.007272,5
TYC 7127-1303-1,150083410,-,*|IR,,,5
CPD-63   530,150101472,-,*|IR,,,3
TYC 8897-455-1,150101476,-,*|IR,,,5
HD  43199,150143137,-,*|IR|UV,,,5
HD  43258,150144415,-,*|IR,,,5
CD-60  1379,150145456,-,PM*|*|IR,,,2
TYC 8905-810-1,150151262,-,*|IR,,,5
HD  43599,150165657,-,*|IR|UV,,,5
V* ST Pic,150166721,F,RR*|V*|Ce*|*|IR|RR?,RRab,,5
TYC 8897-188-1,150167117,-,*|IR,,,3
HD  43957,150187916,F,Ro*|PM*|V*|*|IR|X,rot,0.005453,5
V* QS UMa,150225473,-,CV*|V*|*|IR|X,E,,3
HD  44345,150249155,-,*|IR|X,,,5
HD  89601,150251466,-,SB*|*|IR,,,5
HD  92787,150268783,-,PM*|PM*|**|*|IR|UV,,,5
UCAC4 143-007342,150272865,-,*|IR,,,3
CD-35  3917,150282779,-,PM*|*|IR,,,5
V* V397 Pup,150284425,T,EB*|V*|*|IR|UV,E,,5
TYC 8894-472-1,150299840,-,*|IR,,,5
TYC 8894-262-1,150300654,-,SB*|*|IR,,,5
HD  45461,150320620,-,V*|*|IR,,,5
TYC 3845-1006-1,150326668,-,SB*|*|IR,,,5
TYC 8902-1379-1,150357064,-,**|*|*|IR|X,,,5
TYC 8902-1395-1,150357290,-,*|IR,,,5
HD  45796,150357404,F,Pu*|*|IR|UV,,,5
EUVE J0625-60.0,150359500,F,Ro*|PM*|PM*|PM*|**|V*|*|*|IR|UV|X,rot,,5
HD  45835,150360599,-,*|IR|UV,,,5
TYC 8902-686-1,150361803,-,*|IR,,,2
UCAC4 128-008712,150361911,-,*|IR,,,3
V* V352 UMa,150388753,F,El*|V*|*|IR|UV,,,3
TYC 8902-1121-1,150390189,-,*|IR,,,5
HD  45873,150392753,-,*|IR,,,5
TYC 8898-1548-1,150429807,-,PM*|*|IR,,,5
CD-60  1459,150430837,-,*|IR,,,5
UCAC4 124-009703,150437346,-,*|IR,,,3
HD  46730,150437899,-,PM*|*|IR|UV,,,3
ASASSN -14ho,150437932,-,CV*|CV*|*|IR,,0.001381,5
HD  46587,150440362,-,PM*|*|IR,,,5
GSC 08894-01847,150440860,-,**|*|IR,,,2
HD  46698,150441810,-,*|IR,,,5
V* AE Pic,150442264,T,Ro*|EB*|SB*|V*|*|IR|UV,,,5
TYC 8898-519-1,150442268,-,*|IR,,,5
TYC 8898-1407-1,150442658,-,*|IR,,,5
V* RX Pic,150443185,T,SB*|PM*|EB*|V*|*|IR,,,5
Gaia EDR3 4526200711655400064,150455296,-,blu|*,,0.003838,3
TYC 7365-773-1,150637078,-,*|IR,,,5
HD   9998,150989170,-,*|IR,,,5
1RXS J060334.8+165128,151058955,-,PM*|PM*|*|*|IR|X,,,3
V* V343 Ori,151233402,T,EB*|V*|*|IR,E,,5
SCR J0754-3552,151267228,-,PM*|*|IR,,,1
1RXS J171502.4-333344,151300352,F,PM*|Ro*|PM*|LM*|V*|*|*|*|IR|X,rot,,5
CD-47  9999,151430977,-,*|IR,,,5
HD  39353,151516273,-,*|IR|UV,,,5
V* SZ Pic,151587650,-,PM*|SB*|V*|RS*|*|IR|X,Ell,,5
HD  96645,151681127,-,*|IR,,,5
TYC 7733-341-1,151682536,-,*|IR,,,5
CRTS J110811.3-394527,151684687,T,EB*|*|IR,Ecl,,5
CD-36  7031,151826930,-,PM*|*|IR,,,5
UCAC4 268-060668,151959065,T,EB*|*|IR,,,5
HD 175854,152068642,-,*|IR|UV,,,5
HD  65743,152076382,F,a2*|*|IR|UV,,,5
TYC 7730-223-1,152147232,-,*|IR,,,5
ASAS J111932-3950.8,152147549,T,EB*|EB*|PM*|V*|*|IR,EW,,4
HD 196045,152184774,-,*|IR,,,3
V* VY Mic,152223725,T,EB*|V*|*|IR,,,5
V* V595 Cen,152231997,F,RR*|V*|*|IR|RR?,RRab,,5
CD-39   581,152287388,F,Ro*|PM*|V*|*|IR|X,rot,,5
TYC 7546-151-1,152288704,-,*|IR,,,5
HD 156097,152346470,-,V*|*|IR|X,,,5
TYC 7560-487-1,152359020,-,PM*|*|IR,,,5
CD-26  1640,152362660,T,EB*|V*|*|IR,,,5
HD  27667,152362661,-,PM*|*|IR,,,5
*  64 Eri,152373997,F,RR*|dS*|V*|*|IR|UV,,,5
HD  32119,152376867,-,*|IR,,,5
HD 137752,152377056,-,*|IR,,,4
TYC 7124-2151-1,152406952,-,*|IR,,,5
HD  26352,152472413,-,*|IR,,,5
TYC 8068-1022-1,152473159,-,*|IR,,,5
CD-43  1317,152474598,-,*|IR,,,5
V* SY Hor,152507230,T,EB*|PM*|V*|*|IR,E,,5
CD-38  7155,152512584,-,**|*|IR,,,4
TYC 7743-154-1,152513129,-,*|IR,,,5
CD-48  1289,152589104,-,PM*|*|IR,,,5
TYC 8069-1737-1,152589205,-,*|IR,,,5
HD  27756,152592870,-,V*|*|IR,,,5
BD-06  3498,152775253,-,PM*|*|IR,,,5
V* V4437 Sgr,152796589,T,EB*|V*|*|IR|UV|V*?,,,5
UCAC2  28199569,152801089,-,PM*|*|IR,,,5
TYC 5518-1040-1,152803446,-,*|IR,,125.350551,1
TYC 5521-887-1,152804087,-,*|IR,,,5
BD-08  3282,152806278,-,SB*|*|IR,,,5
LEHPM 5274,152807584,-,PM*|PM*|*|IR,,,5
V* RX Gru,152825521,T,EB*|PM*|V*|*|IR|X,ED,,5
HD 212895,152867947,-,*|IR,,,5
TYC 7997-251-1,152926069,-,*|IR,,,5
TYC 7997-645-1,152926076,-,*|IR,,,5
HD 213729,152927676,-,PM*|*|IR,,,5
TYC 7567-937-1,152969049,-,*|IR,,,3
TYC 7567-141-1,152972203,-,*|IR,,,5
HD  20263,152973986,-,*|IR,,,5
HD  20723,153077619,-,PM*|**|*|IR,,,5
HD  20723B,153077621,-,PM*|**|*|IR,,,5
HD  20820,153078959,-,*|IR,,,5
CRTS J055829.3-274917,153166843,T,EB*|*|IR,EA,,5
TYC 6566-2282-1,153352537,-,*|IR,,,5
NSV  3882,153436251,F,RR*|PM*|V*|*|IR|RR?|V*?,RRc,,5
V* V337 Pup,153587580,F,V*|a2*|*|IR|UV,,,5
TYC 6562-42-1,153598773,-,*,,0.003293,5
TYC 7581-1010-1,153709888,-,*|IR,,,5
TYC 7581-1512-1,153713262,-,*|IR,,,5
HD  66993,153732789,-,*|IR,,,5
CD-46  1408,153741139,T,SB*|EB*|*|IR,,,5
HD  28301,153741616,-,*|IR,,,5
CD-44  1556,153742549,-,*|IR,,,5
V* V505 Lac,153826685,T,PM*|EB*|V*|*|IR,EW,,5
TYC 7585-223-1,153834085,-,*|IR,,,5
V* AK Cam,153891668,T,EB*|V*|*|IR,E,,5
TYC 3222-1709-1,153987857,-,*|IR,,,5
V* RU UMi,153991851,T,EB*|**|V*|*|IR|V*?,E,,5
BD+67   803,154067797,T,PM*|EB*|V*|*|IR,EW,,5
HD 120980,154067925,-,*|IR,,,5
HD 121146,154068408,-,**|PM*|*|IR,,,5
HD 122909,154093124,-,*|IR,,,5
HD 215686,154096314,T,EB*|PM*|*|IR,,,5
HD 124290,154126070,-,*|UV,,0.013456,5
HD 125725,154204209,-,**|*|IR,,,5
TYC 3625-1314-1,154208374,-,SB*|*|IR|X,,,5
LP  132-79,154222671,F,Ro*|PM*|V*|*|IR|X,rot,,5
*  33 Boo,154271808,-,PM*|*|IR|UV|X,,,5
ATO J099.0998+72.8667,154339231,-,V*|*|IR,SIN,0.001672,5
* rho Pup,154360594,F,dS*|PM*|**|V*|*|IR|UV|X,,,5
V* HW Cam,154453805,T,EB*|V*|*|IR,,,5
HD 107530,154486328,-,*|IR,,,5
V* MZ Dra,154511165,T,EB*|V*|*|IR,,,5
HD 111559,154570928,-,**|*|IR,,,5
HD 155713,154573032,-,PM*|V*|*|IR,-,,5
V* AK Her,154664604,T,EB*|PM*|**|V*|SB*|*|X,E,0.000955,5
HD 156013,154699047,-,*|IR,,,5
TYC  990-1303-1,154704420,-,PM*|PM*|*|IR,,,5
HD 106018,154840461,-,*|IR,,,5
BD+88    72,154841847,-,*|IR,,,5
TYC 4645-293-1,154875092,-,*|IR,,,5
*   2 And,155112575,-,**|*|IR|UV,,,3
BD+43  4381,155114483,-,*|IR,,,5
ATO J122.9445-25.9924,155128092,F,Pu*|*|IR,PULS,,5
TYC 3444-1036-1,155175661,-,PM*|*|IR,,,5
TYC 6563-1974-1,155268582,-,*|IR,,,5
HD 276540,155479809,-,*|IR,,,5
TYC 6560-222-1,155491828,-,*|IR,,,5
V* BN Scl,155540827,T,EB*|V*|*|IR,,,5
HD  69139,155654271,-,*|IR|UV,,,5
2MASS J13455511+7923137,155657579,-,PM*|**|*|IR,,,5
FBS 1345+796,155657581,T,EB*|PM*|PM*|**|PM*|*|IR,E,,5
LSPM J0436+4151,155669153,-,PM*|*|IR,ROT,,2
HD  29132,155742582,-,*|IR|UV,,,5
V* Z Dra,155894704,T,EB*|SB*|V*|*|IR,E,,5
V* MR Boo,155915231,T,EB*|V*|*|IR,E,,5
V* QY Boo,155968973,T,EB*|V*|V*|*|IR,SIN,,5
HD 140139,155970575,-,PM*|*|IR|UV,,,3
BD+45  2321,155988736,-,*|IR,,,5
CD-54   112,155989956,-,*|IR,,,5
UCAC4 372-004390,155993582,-,*|IR,,0.002542,5
TYC 5309-632-1,155993756,-,*|IR,,,3
UCAC4 190-000484,155995204,-,*|IR,,,5
V* FP Boo,155998626,T,EB*|SB*|V*|*|IR,EW,,3
UCAC4 197-000559,156002449,-,*|IR,,,5
V* V336 Boo,156006074,F,SX*|dS*|Pu*|V*|*|IR,PULS,,5
G 179-55,156067195,T,Ro*|EB*|PM*|PM*|PM*|PM*|*|*|IR|X,Rot,,5
HD   3670,156069089,-,PM*|*|IR,,,5
V* V339 Boo,156072994,T,EB*|V*|*|IR,EW,,5
TYC 3490-591-1,156074324,-,*|*|*|IR,,,5
BD+79   366,156169159,-,*|IR,,,5
TYC 6568-1036-1,156182608,-,*|IR,,,5
TYC 4556-1113-1,156198986,-,*|IR,,,5
V* GK Eri,156215585,T,EB*|V*|*|IR,,,5
V* V2762 Ori,156241056,T,EB*|V*|*|IR,,,5
HD 156484,156294609,-,*|IR,,,5
TYC 6568-1806-1,156325724,-,*|IR,,,5
V* KM UMa,156376126,T,PM*|V*|**|EB*|*|*|IR|X,?,,5
TYC 4416-1269-1,156458527,-,blu|*|IR,,,5
TYC 4416-362-1,156462488,-,PM*|*|IR,,,5
V* V701 Pup,156465251,F,RR*|V*|*|IR,,,5
TYC 4559-1138-1,156509695,-,PM*|*|IR,,,5
HD  70233,156535338,-,*|IR,,,5
BD+25  2741,156563222,F,dS*|V*|*|IR,DSCT,,5
HD  41057,156577475,-,**|*|IR,,,2
HD  41142,156629361,-,*|IR,,,5
HD  50783,156758188,-,*|IR,,,5
CD-36  3202,156758257,F,Ro*|V*|*|IR|X,rot,,5
TYC 2450-1042-1,156788512,-,*|IR,,,5
TYC 2499-1164-1,156805574,-,PM*|*|IR,,,5
HD  46998,156832130,-,PM*|*|IR,,,5
TYC 8104-1478-1,156836699,-,*|IR,,,3
CD-45  2633,156920701,-,*|IR,,,5
TYC 2952-37-1,156921656,-,*|IR,,,5
TYC 7626-882-1,156934615,-,*|IR,,,5
* nu. Pup,156934909,F,V*|Ce*|*|IR|UV,bC :,,5
TYC 7632-2311-1,157000246,-,*|IR,,,3
HD  51990,157003013,-,*|IR|UV,,,5
HD 105021,157018051,-,SB*|SB*|*|IR,,,5
CD-42  2676,157041453,-,*|IR,,,5
HD  52297,157046764,F,a2*|*|IR,,,1
V* V752 Cen,157175641,T,EB*|EB*|SB*|V*|*|IR|X,EC,,5
HD 157111,157191045,-,*|IR,,,5
CD-39  3026,157212164,F,Ro*|V*|*|IR|X,rot,,5
V* IO UMa,157273321,T,SB*|PM*|EB*|V*|SB*|*|IR,,,5
HD 115215,157273362,-,*|IR,,,5
Gaia EDR3 5565538267065698048,157316453,-,*|Y*?,,0.002793,3
TYC 4160-510-2,157318662,-,*|IR,,,4
UCAC4 665-061158,157376469,-,V*|*|IR,,,5
ROTSE1 J173828.76+360900.0,157420463,T,EB*|V*|V*|*|IR,SIN,,5
V* V1283 Her,157446808,T,RR*|EB*|**|V*|*|IR,EW,,5
ROTSE1 J173925.40+364700.9,157448336,T,EB*|V*|*|EB?|IR,EW:,,5
Gaia EDR3 5565971096690260992,157459952,-,*|Y*?,,0.001753,5
BD+45  2574,157469799,-,PM*|**|*|IR|X,,,1
* D Pup,157533670,-,V*|*|IR|UV,,,5
TYC 7102-1477-1,157568289,-,*,,,5
Gaia EDR3 5565916842663096320,157571722,-,*|Y*?,,0.001187,5
WASP-153,157586003,-,V*|*|*|IR,,,5
1SWASP J183738.17+402427.2,157647276,T,EB*|V*|*|EB?|IR,EW:,,5
TYC 2649-328-1,157652824,-,*|IR,,,5
V* VV Crt,157754133,T,EB*|EB*|PM*|V*|*|IR|X,ED,,5
V* MW Dra,157770450,T,EB*|V*|Ir*|*|IR|X,I,,5
TYC 5515-197-1,157774304,-,*|IR,,,5
V* SU Crt,157787615,F,dS*|dS*|PM*|V*|*|IR,,,5
BD-13  3395,157788279,-,*|IR,,,2
V* TV Lyn,157798407,F,RR*|V*|*|IR,,,5
ATO J280.3949+38.9988,157854400,-,V*|blu|*,SIN,,5
V* V667 Lyr,157889314,T,EB*|EB*|V*|*|EB?|IR,EA:,,5
V* AD Boo,157968186,T,EB*|SB*|V*|*|IR,E,,5
BD+63  1093,157977816,-,*|IR,,,5
BD+82   415,157999789,-,*|IR,,,5
BD+47  2136,158003177,-,*|IR,,,5
V* GL Boo,158016784,T,EB*|V*|*|IR,EW,,5
BD+30  2547,158020929,-,*|IR,,,5
ATO J216.5398+46.2683,158023761,-,PM*|V*|*|IR,SIN,,5
RX J0600.3-4401,158030515,-,LM*|**|*|*|IR|X,,,4
[DCO2008] T-Lyr1-01986,158113583,T,EB*|EB*|Er*|EB*|*|IR,E,,5
HD 341845,158121288,-,PM*|*|IR,,,5
ROTSE1 J190413.83+455701.2,158173344,T,EB*|EB*|EB*|EB*|Er*|V*|V*|*|IR,LPV:,,1
TYC 1572-794-1,158183591,-,*|IR|V*?|X,,,5
ROTSE1 J190559.56+430748.7,158218818,T,EB*|EB*|**|V*|*|EB?|IR,EW:,,5
HD 168069,158241252,-,PM*|*|IR,,,5
[DCO2008] T-Lyr1-01439,158272742,T,EB*|EB*|Er*|EB*|*|IR,E,,5
V* V747 Lyr,158276780,T,V*|Ce*|EB*|EB*|V*|V*|*|IR,SIN,,5
TYC 8383-700-1,158301961,-,*|IR,,,4
Kepler-38,158316612,T,EB*|EB*|*|*|IR,E,,5
BD+46  2621,158321712,T,V*|EB*|**|El*|Er*|dS*|*|IR,E,,5
[DCO2008] T-Lyr1-17236,158321843,T,SB*|EB*|EB*|Er*|SB*|EB*|*|IR,E,,5
V* CF Ant,158329676,T,EB*|V*|*|IR,,,3
TYC 7211-2158-1,158329695,-,*|IR,,,5
CD-40  6359,158334003,-,*|IR,,,5
HD 341911,158366841,-,*|IR,,,4
CD-37  6890,158379525,-,*|IR,,,5
UCAC4 669-070319,158389967,T,EB*|EB*|*|IR,EB*,0.002558,5
[DCO2008] T-Lyr1-03520,158393140,T,EB*|EB*|V*|EB*|*|*|IR,SIN,,5
HD 179703,158401602,-,*|IR|UV,,,5
CD-40  6382,158407093,-,*|IR,,,5
[DCO2008] T-Lyr1-03486,158417251,T,EB*|V*|EB*|*|IR,SIN,,2
ASAS J190934+4305.9,158431889,T,EB*|EB*|EB*|Er*|V*|*|EB?|IR,EW:,,5
TYC 7728-1647-1,158450472,-,*|IR,,,5
TYC 7724-1347-1,158455623,-,*|IR,,,5
TYC 3546-2319-1,158489311,-,*|IR,,,5
[DCO2008] T-Lyr1-04076,158491288,T,EB*|EB*|EB*|*|*|IR,E,,5
NSVS   2743436,158498107,T,EB*|RR*|V*|*|IR,EW,,5
HD  94871,158499577,-,PM*|**|*|IR,,,5
HD 238383,158513979,-,*|IR,,,4
V* CX Phe,158536052,T,EB*|V*|*|IR,,,5
RX J1449.4+5718,158565141,T,EB*|EB*|V*|**|*|IR|X,EW,,5
BD+59  1613,158579379,-,PM*|*|IR,,,5
ASAS J012728-4928.3,158582801,T,EB*|V*|**|*|IR,ED,,3
CD-50   392,158582802,-,PM*|**|*|IR,,,5
TOI-674,158588995,-,PM*|*|IR,,,5
TYC 3133-1298-1,158635832,T,EB*|EB*|*|IR,E,,5
V* FL Lyr,158660631,T,EB*|EB*|Er*|V*|SB*|*|IR|X,E,,3
CRTS J110018.9-404721,158673914,T,EB*|EB*|V*|*|IR,Ecl,,5
V* BV Ant,158713903,T,EB*|V*|*|IR,E,,5
[DCO2008] T-Lyr1-01784,158728853,T,EB*|EB*|*|*|IR,E,,3
V* V361 Vel,158747617,-,LP*|V*|*|IR,,,5
ASAS J191452+4230.1,158794976,T,V*|EB*|EB*|V*|*|IR,E,,5
HD 164095,158797702,-,*|IR,,,5
Gaia EDR3 6105003304952363648,158809330,-,PM*|*,,0.021838,3
