OID,n_OID,V,Name,TIC_ID,Is_EB,Type,Period,angDist,Match_Score
229487,,0,NSVS 8058231,116163356,T,EB,1.1814852,0.0174,1
161237,B,0,V1434 Her,116264089,T,EP,1.30618619,0.030689,1
2213576,,3,KELT KC09C06498,116380226,T,EA,7.661334,0.016855,1
135966,B,0,CE Scl,116417661,T,EA,2.277687,0.062327,1
150411,B,0,QQ Boo,116484192,T,EW,0.276477,0.073617,1
4355,B,0,YY Boo,116502572,T,EA/SD+DSCT,3.933049,0.054144,1
130073,B,0,NSVS 5168364,116503129,T,EB|EW,0.342501,1.082253,1
150413,B,0,QW Boo,116520408,T,EW,0.290871,0.108479,1
26203,B,0,gam Per,116553919,T,EA/GS,5329.1,0.020924,1
283391,B,0,HAT-091-0013763,116989036,T,EW,0.272279,17.467622,1
26094,B,0,V0570 Per,116991977,T,EA,1.9009382,0.141512,1
13284,B,0,ups Cyg,117146835,-,GCAS,,0.092776,1
895115,,0,CzeV329,117175455,T,EB:,0.379111,0.027748,1
25754,B,0,IM Per,117175528,T,E/DM,2.25422,0.021451,1
687427,,0,GSC 01949-00883,117378874,T,E/RS,0.3746224,0.01564,1
25796,B,0,LX Per,117397619,T,EA/AR/RS,8.038207,0.161456,1
14683,B,0,RV Gru,117515123,T,EW/KW,0.2595186,0.090228,1
14675,B,0,W Gru,117544915,T,EA/AR,2.96854,0.026319,1
14049,B,0,AO Eri,117648603,T,EA,9.29742,0.040263,1
280955,B,0,ASAS J043657-1612.9,117748478,F,UV+ROT,0.6105,13.6807,1
14062,B,0,BC Eri,117978580,T,EW/KE,0.527251,0.023603,1
87188,B,0,ASAS J083220-5923.4,118080601,F,DSCT,0.132614,0.092195,1
305347,B,0,HIP 41954,118169718,F,ACV,3.856,0.028376,1
3673,B,0,V0870 Ara,118271395,T,EW,0.399773,0.046411,1
3673,B,0,V0870 Ara,118271404,T,EW,0.399773,35.045251,1
727433,,0,ASASSN-V J083416.99-570056.6,118307280,F,ROT,1.5999,0.017552,1
37711,B,0,NT Vel,118313102,T,EA,9.255699,0.004833,1
160189,B,0,CH Tri,118389230,F,RS,4.3104,0.065461,1
2213479,,3,KELT KS22C018630,118687860,T,EA,10.76546,0.528752,1
73734,B,0,CR Scl,118826280,T,EW,0.246537,0.132306,1
609746,B,0,ASASSN-V J090003.48-224133.8,118832092,T,EA,3.71082,39.19632,1
1546437,,0,WASP-170,118956453,T,EP,2.34478022,0.013242,1
19562,B,0,V0734 Mon,119024163,F,ACV,1.031227,0.128152,1
36574,B,0,QW Tel,119159758,T,EW,0.41193,31.228183,1
476762,B,0,HD 45698,119327278,F,ACV,1.08456,0.104124,1
80056,B,0,ASAS J062909-3811.9,119364533,T,EB|EW,0.64121,0.017288,1
41804,B,0,V0877 Mon,119461266,T,EA,2.94625,0.11512,1
16717,B,0,DE Lac,119486942,F,DSCT,0.2536934,0.074116,1
169119,B,0,ASAS J185725+4042.9,120251815,T,EA,1.510184171,0.1036,1
18582,B,0,V0542 Lyr,120258315,T,EA,5.823,0.029122,1
37476,B,0,AF Vel,120302919,F,RRAB/BL,0.52741,0.031479,1
624664,B,0,UCAC4 642-063311,120313660,T,EA/RS,0.940162,0.026178,1
269357,B,0,KIC 4035667,120315082,F,DSCT,0.021552,0.117928,1
18585,B,0,V0545 Lyr,120355394,F,SPB:,1.58193,0.034453,1
99577,B,0,ASAS J150755-4923.7,120472041,T,DSCT|EC|ESD,0.104062,0.107897,1
169185,B,0,V0865 Lyr,120499528,T,EW,0.3691521,0.004211,1
242187,B,0,KID 06187893,120576722,T,EA,0.789178,0.057003,1
244973,B,0,KID 06026204,120578214,T,E,2.280049,0.069295,1
37671,B,0,KV Vel,120596335,T,R/PN,0.357112,0.169741,1
26302,B,0,BM Phe,120607386,T,EW,0.413613,0.042531,1
169195,B,0,ASAS J190255+3950.5,120626764,T,EA,0.961301,0.091558,1
169199,B,0,ASAS J190333+3941.0,120684604,T,EA+DSCT+GDOR,2.18909716,0.080214,1
1540314,,0,PMAK V35,120689878,T,EA,7.40448,0.060652,1
242255,B,0,KID 03938073,120764848,T,EA,31.024321,0.116054,1
92510,B,0,V0548 Vel,120857354,F,DSCT,0.0487985,0.059275,1
19420,B,0,V0592 Mon,120883123,F,ACV,2.97686,0.047781,1
18623,B,0,V0583 Lyr,120893542,T,EA,11.25755,0.091932,1
75478,B,0,ASAS J033543-2021.1,120956236,T,EW,0.3270872,0.057733,1
75502,B,0,ASAS J033716-1938.4,120959196,T,ESD|ED,0.78522,0.035898,1
725919,,0,ASASSN-V J034150.77-201942.2,121008658,T,EA,1.374,0.015463,1
75558,B,0,ASAS J034215-2008.8,121009628,T,EW,0.28204222,0.009513,1
242373,B,0,KID 06109688,121016578,T,EA,14.086711,0.032216,1
18591,B,0,V0551 Lyr,121017205,F,ELL:,4.9396,0.072347,1
242227,B,0,V0875 Lyr,121020626,T,EA,1.540407,0.149211,1
242239,B,0,KID 02557430,121022559,T,EA,1.297743,0.275032,1
356621,B,0,1SWASP J034623.68-215819.5,121078334,T,EA/EL,0.928576,0.017269,1
169293,B,0,ASAS J190820+4002.8,121108244,T,EW,0.395103,0.132555,1
242219,B,0,KID 04909707,121119758,T,EA,2.302264,0.064381,1
242217,B,0,KIC 4247791,121121622,T,EA+EA,4.100871,0.044639,1
242225,B,0,KID 04142768,121122016,F,HB,27.991603,0.007926,1
174791,B,0,NSVS 5525942,121124831,T,EA,4.23102181,0.04191,1
75695,B,0,ASAS J035200-2155.8,121134517,T,EC,0.335167,0.087155,1
170935,B,0,UNSW-V 341,121156576,T,EA+PULS,7.88354,3.686166,1
138086,B,0,ROTSE1 J190922.30+381930.4,121213501,T,EW,0.473822,0.049601,1
229731,,0,NSVS 5526756,121273032,T,EA,3.4756763,0.703157,1
169325,B,0,ASAS J190945+3933.1,121274442,T,EW,0.735973,0.086756,1
479120,B,0,KIC 2697935,121277143,T,EA+HB,21.513359,0.03562,1
242223,B,0,KID 04144236,121393780,T,EA,22.913457,0.162037,1
244073,B,0,KID 03431321,121395039,T,EW,1.015049,0.094181,1
250277,B,0,CD-41 9388,121409701,-,VAR,,0.02477,1
14677,B,0,Y Gru,121420805,T,EA/SD,1.716897,0.108105,1
3639,B,0,V0836 Ara,121455954,T,EA,7.0341771,0.039202,1
169367,B,0,ASAS J191154+3850.5,121457732,T,EA,1.966386,0.098654,1
244141,B,0,KID 04999260,121460104,T,EW,0.378369,0.168653,1
245223,B,0,KID 06353203,121463130,T,EA,0.508509,0.146286,1
76363,B,0,ASAS J043725-2138.8,121568625,T,ED,8.464677,0.013197,1
242407,B,0,KID 05263802,121598562,T,EA,6.700508,0.065406,1
242413,B,0,KID 04912991,121604042,T,EA,8.885015,0.489111,1
752412,,0,ASASSN-V J150416.79-405739.1,121668539,F,SRS,20.896,94.943133,1
245003,B,0,KID 05264818,121732964,F,ELL,1.904893,0.060219,1
88025,B,0,ASAS J084953-5823.2,121810290,-,MISC,138.1,0.05383,1
242463,B,0,KID 04737302,121866154,T,EA,9.455584,0.009245,1
281227,B,0,ASAS J085008-5745.8,121885237,-,VAR,52.53,0.067287,1
253163,B,0,HD 181068,121945407,T,EA+EA+UV,45.5178,0.030461,1
2213367,,3,KELT KC04C025875,121966220,T,EA,6.7169,0.083469,1
250279,B,0,CD-41 9495B,122057276,T,EW,0.33947,0.103062,1
245229,B,0,KID 04647652,122070918,T,EA,1.064797,0.02848,1
285860,B,0,T-Aur0-13378,122104276,T,EA,3.54182,0.599182,1
242421,B,0,KID 06117415,122136964,T,EA+HB,19.741625,0.022579,1
17811,B,0,HR Lup,122162363,F,SXARI,0.877476,0.07393,1
242517,B,0,KID 03439031,122304494,T,EA,5.952033,0.050069,1
18079,B,0,UZ Lyr,122375269,T,EA,1.89127025,0.066468,1
140610,B,0,HAT 199-11337,122446076,T,EA,1.51952822,0.027828,1
242451,B,0,KID 05095269,122446960,T,EA,18.611825,0.06323,1
6226,B,0,V0473 Car,122499093,F,SPB,0.95399,0.047954,1
242439,B,0,KID 04832197,122603455,T,EA,1.895432,0.013534,1
242487,B,0,KID 03542573,122606463,T,EA,6.94283,0.03058,1
409051,B,0,WASP-72,122612091,T,EP,2.216726,0.12813,1
1768427,,0,ZTF J183304.06+463705.2,122889490,-,VAR,0.0707053,0.200022,1
137894,B,0,V0658 Lyr,122891349,T,EW,0.330259,0.062447,1
85024,B,0,ASAS J075235-0237.3,122979644,-,MISC,64.250874,0.06765,1
281170,B,0,ASAS J073322-4255.6,123029030,F,ROT,0.9699,0.016543,1
83911,B,0,ASAS J073406-4610.6,123036121,T,EC|ESD,0.490195,0.065185,1
130235,B,0,NSVS 5449927,123038007,T,EB|EW,0.422718,0.47425,1
18573,B,0,V0533 Lyr,123042728,T,EB,1.31288,0.020805,1
26946,B,0,V0344 Pup,123153249,F,RS,11.746,0.070534,1
253194,B,0,KID 07255336,123201406,T,EA,2.40641,0.036565,1
162763,B,0,T-Lyr1-01962,123311124,T,EC,0.871608,0.040297,1
74500,B,0,ASAS J020332-3005.1,123337161,T,EW/RS,0.3681465,0.021192,1
169019,B,0,ASAS J184555+4707.4,123357793,T,EW,0.737469,0.150324,1
137900,B,0,ROTSE1 J184556.86+471914.4,123357952,T,EA,0.428347,0.099671,1
280884,B,0,ASAS J020931-3058.2,123405765,F,ROT,0.35081,0.077291,1
244035,B,0,KID 07660607,123409994,F,ELL,2.763401,0.005306,1
169039,B,0,ASAS J184844+4342.4,123416563,T,EA,0.580729,0.061891,1
84290,B,0,ASAS J074018-4419.1,123478066,F,DCEP-FO,0.75041,0.018832,1
162801,B,0,T-Lyr1-03783,123492200,T,EC,0.4084699,0.038309,1
476849,B,0,HD 50285,123587926,F,ACV,0.643637,0.083831,1
55653,B,0,NSV 17218,123735747,F,ACV,0.89403,0.045694,1
1689729,,0,ZTF J065421.13-061736.7,123884409,T,EW,0.3068772,60.12734,1
281079,B,0,ASAS J060712-2215.9,124081217,T,EC,0.3592,0.062401,1
735895,,0,ASASSN-V J060840.70-214131.9,124181228,T,EA,3.6972,0.012149,1
1543215,,0,2MASS J06561894-0835461,124199788,F,BY,5.176,0.010831,1
95942,B,0,ASAS J130758-3100.8,124205037,T,EC|ESD,0.332726,0.057079,1
79095,B,0,ASAS J060935-2119.9,124227849,T,EC|RRC|ESD,0.475727,0.053028,1
55677,B,0,NSV 17242,124251608,F,ACV,1.24689,0.04056,1
95992,B,0,ASAS J130931-3402.0,124282575,T,ED,4.81005,0.045041,1
9534,B,0,U Col,124688144,T,EA/SD,1.24617466,0.027273,1
482959,B,0,SSS_J061501.1-355028,124689860,T,EA,3.1079,0.024217,1
1515655,,0,ASASSN-V J170520.35-475112.8,125115082,T,EA,1.30133,36.734407,1
86184,B,0,ASAS J081237-1356.9,125175122,T,EA,9.6469,0.058921,1
5356,B,0,GU CMa,125267683,T,EA,1.61013,0.080447,1
398627,B,0,CSS_J235338.2+335918,125298121,T,EW,0.6129321,0.47875,1
5342,B,0,FZ CMa,125497512,T,EA/DM,1.273037,0.074076,1
3419,B,0,V0616 Ara,125857387,T,EA,4.99525,0.018499,1
3654,B,0,V0851 Ara,125958765,T,EW,0.617372,0.056784,1
2213465,,3,KELT KC05C04573,126232983,T,EA,4.53442,0.043969,1
4851,B,0,WY Cnc,126325291,T,EA/RS,0.82937122,0.046873,1
38336,B,0,ER Vul,126336928,T,EW/DW/RS,0.698094954,0.073072,1
84520,B,0,ASAS J074403-2749.6,126446153,T,ED,4.210388,0.05771,1
38322,B,0,DY Vul,126452270,F,LB,66.268479,0.04966,1
26992,B,0,V0390 Pup,126586580,T,EA,3.9279,0.028952,1
16499,B,0,RY Ind,126602778,T,EB/KE,0.7121149,0.032797,1
120337,B,0,ASAS J205847-4237.0,126637765,T,EW,0.27343293,0.023647,1
18758,B,0,ZZ Mic,126659093,F,HADS,0.06717917,0.055778,1
56578,B,0,NSV 18143,126899506,-,GCAS,,0.052465,1
16487,B,0,V Ind,126910093,F,RRAB,0.4796017,0.076125,1
52229,B,0,DG Mic,126944775,T,EA,2.69592,0.20926,1
52235,B,0,EE Mic,126945917,T,EA,1.34108,0.034696,1
307,B,0,OT And,127365016,T,EA,20.852992,0.042853,1
476882,B,0,HD 126786,127376588,F,ACV,0.853773,0.100087,1
45302,B,1,NSV 6678,127382459,-,,,0.074463,1
53517,B,1,NSV 15082,127420450,-,,,0.539537,1
359158,B,0,HD 35379,127843848,F,ACV,2.5154,0.151306,1
359160,B,0,HD 35479,127845671,F,ACV,0.966,0.156775,1
281510,B,0,ASAS J143250-4642.1,127861722,F,GDOR:,0.70334,0.017379,1
16716,B,0,DD Lac,128821888,F,BCEP+SPB,0.1930924,0.042063,1
17830,B,0,IT Lup,128886984,F,ACV,1.63364,0.042423,1
423680,B,0,GDS_J0753573-260416,128905715,-,VAR,,0.213093,1
51431,B,0,V0511 Tel,129081118,F,RRAB,0.5102394,0.025916,1
281521,B,0,ASAS J144135-4700.6,129116176,T,EA/RS,2.01709,0.018058,1
230535,B,0,V0547 Lac,129128212,F,HADS,0.095256,0.153937,1
16953,B,0,V0364 Lac,129409890,T,EA/DM,7.351522,0.040332,1
16746,B,0,EN Lac,129538133,T,EA+BCEP,12.09684,0.053656,1
14244,B,0,SU For,129764561,T,EA/SD,2.434665,0.029517,1
14168,B,0,FX Eri,129810365,T,EW,0.292345,0.100017,1
14172,B,0,GH Eri,129888462,T,EA,0.7223894,0.05972,1
282803,B,0,V0514 Gem,130158363,T,EA,2.849947,0.051671,1
424320,B,0,GDS_J0800001-260830,130443621,-,VAR,,0.267149,1
136575,B,0,V1053 Cen,130790080,T,EW,0.323464,0.291192,1
26605,B,2,T Pup,130792149,-,CST,,0.048536,1
305468,B,0,HIP 61122,130866502,-,VAR,0.73503,0.176615,1
84954,B,0,V0739 Pup,131251909,F,RRAB,0.335714,0.058502,1
26936,B,0,QZ Pup,131569323,T,EB,1.11203,0.049523,1
430401,B,0,GDS_J0956492-533305,132911092,-,VAR,,113.360449,1
56744,B,1,NSV 18309,132965136,-,,,0.319622,1
765598,,0,ASASSN-V J080444.43-413335.4,133654092,F,SR,33.16,0.018018,1
82263,B,0,ASAS J070739-4757.9,134283998,T,ESD|ED,0.61883,0.069274,1
26933,B,0,QW Pup,134497068,F,GDOR,0.9584,0.068647,1
26910,B,0,OU Pup,134500902,F,ACV,0.9183,0.0462,1
1546405,,0,KELT-14,134537478,T,EP,1.7100566,0.019957,1
26918,B,0,PR Pup,134545456,F,ACV,1.9347,0.012634,1
8114,B,0,V0817 Cen,134653865,-,GCAS,,0.030217,1
610017,B,0,ASASSN-V J121523.55-371233.8,134902595,T,EA,1.382521,0.030521,1
411789,B,0,ASAS J122438-4013.9,135244338,F,ELL,0.614979,0.102345,1
2213594,,3,KELT KC09C30064,135268489,T,EA,3.70244,0.125292,1
95015,B,0,ASAS J122812-3619.0,135369080,F,ACV,1.2647,0.012022,1
15583,B,0,V0772 Her,135443051,T,EA/RS,0.879505,0.449083,1
727660,,0,ASASSN-V J100230.95-494847.0,136209613,T,EA,1.6366,0.018446,1
13234,B,0,V2314 Cyg,136317809,T,EA,,0.047629,1
13068,B,0,V2148 Cyg,136466789,T,EA,10.237,0.030983,1
2046937,,0,ZTF J202325.06+324652.8,136732283,T,EA,1.2918392,26.662615,1
737091,,0,ASASSN-V J152149.85-482948.0,136908542,T,EA,4.1789,0.012565,1
244179,B,0,KID 03953981,137152301,T,EW,0.492014,0.089836,1
305103,B,0,50 Cas,137200814,F,ELL:,1.596778,0.031073,1
1546199,,0,RYBI V6,137205922,T,HB+EA,3.297,0.038531,1
242869,B,0,KID 06042116,137341354,T,EA,5.407161,0.070343,1
18501,B,0,V0461 Lyr,137408317,T,EA/RS,3.722831,0.016838,1
242775,B,0,KID 06443392,137408962,T,EA,0.77698,0.068447,1
167155,B,0,V0499 Cam,137503140,T,EA,2.93555,0.10993,1
242525,B,0,KID 03957477,137551461,T,EA,0.979082,0.015721,1
1547574,,0,MNIC V139,137608661,F,R,0.30042,0.011026,1
140903,B,0,HAT 199-21128,137687487,T,EW,0.513489,0.096617,1
186073,B,0,V0398 UMa,137803552,F,HADS,0.09134218,0.011686,1
14012,B,0,TX Eri,137860956,T,EW,0.3857663,0.014771,1
17778,B,0,FV Lup,137872682,T,EA,4.102918,0.063265,1
26124,B,0,V0600 Per,137906810,T,EB,1.4697,0.027494,1
141052,B,0,HAT 199-30766,137975907,T,EA,1.70334416,0.071871,1
830571,,0,ASASSN-V J211653.02+474047.3,138136997,F,L,,70.769311,1
138371,B,0,ROTSE1 J144305.37+302435.5,138256097,T,EW,0.46394399,0.21847,1
4505,B,0,GT Boo,138256675,T,EB,0.56892286,0.066829,1
4216,B,0,V0454 Aur,138333980,T,EA,3.2057,0.054337,1
242833,B,0,KID 06449358,138430438,T,EA,5.776786,0.097702,1
144388,B,0,V2618 Cyg,138465692,T,EA,47.615,0.02933,1
174673,B,0,V0608 Cam,138476641,T,EA,0.448072,0.015685,1
37158,B,0,ZZ UMa,138505004,T,EA/D,2.29926,0.046707,1
37306,B,0,GT UMa,138543573,T,EA,1.164708,0.069196,1
136559,B,0,MW UMa,138578906,T,EA,1.23472,0.069451,1
242823,B,0,KID 06131659,138639253,T,EA,17.52782716,0.087423,1
2213231,,0,KELT KC20C05971,138650903,T,EA+ROT,2.52743,0.046765,1
74588,B,0,ASAS J021313-4054.8,138735041,F,HADS,0.115507,0.056616,1
17278,B,0,WW LMi,138738145,F,DSCTC,0.12691,0.039129,1
2213514,,3,KELT KC07C09242,138756003,T,EA,1.352813,0.603911,1
2213520,,3,KELT KC07C04823,138819130,T,EA,3.5926,0.753722,1
245253,B,0,KID 03558822,138888894,T,EA,1.353443,0.004851,1
242941,B,0,KID 04758368,138893145,T,EA,3.74999,0.018217,1
12642,B,0,V1722 Cyg,138951779,T,EA/D,11.96969,0.583403,1
170187,B,0,ASAS J194052+3954.6,138971570,T,EA,3.00364,0.060931,1
300533,B,0,ASAS J120802+3111.1,139053027,F,ROT,0.4632,0.226481,1
245339,B,0,1SWASP J120933.96+335637.2,139061135,T,E,1.167674,0.036095,1
510476,B,0,SSS_J211633.1-473341,139067693,T,EB|EW,0.47404,25.445992,1
14729,B,0,AF Gru,139128537,T,EA,1.578063,0.226174,1
14798,B,0,DF Gru,139148071,T,EA,0.7008001,0.073358,1
244321,B,0,KID 05802834,139157339,T,EW,1.092437,0.136206,1
14733,B,0,AK Gru,139207681,T,EA,0.49367961,0.030008,1
512207,B,0,SSS_J230943.3-474529,139266474,T,EA/HW,0.264131,0.014617,1
2213227,,3,KELT KC06C09099,139367232,T,EA,0.563296,7.549938,1
5341,B,0,FY CMa,139385056,-,GCAS,,0.053671,1
40564,B,1,NSV 1940,139409739,-,,,0.089193,1
377,B,0,V0377 And,139460937,T,EA,2.55428,0.077817,1
409055,B,0,WASP-78,139528693,T,EP,2.17517656,0.104227,1
137591,B,0,CH Ind,139699256,T,EA,5.9532,0.043686,1
121237,B,0,ASAS J213032-5306.5,139700621,T,ESD|DSCT,0.34678,0.075597,1
14045,B,0,AK Eri,139701741,T,EA,2.63038586,0.07845,1
40226,B,0,NSV 1602,139703005,T,EC,0.331928,0.120465,1
52373,B,0,CQ Ind,139721086,T,EA,26.921,0.128852,1
76202,B,0,ASAS J042716-2135.0,139724460,T,EC|ESD,0.60109,0.057768,1
76220,B,0,ASAS J042815-2306.1,139732428,T,EA,6.663685,0.02073,1
64150,B,0,NSV 25715,139825840,T,EA,7.6883,0.010865,1
121506,B,0,ASAS J214150-5010.1,139841210,T,EA,1.48903,0.029429,1
14680,B,0,RS Gru,139845816,F,HADS,0.1470117,0.017451,1
409808,B,0,HD 72140,140064648,F,ACV,0.539735,0.048387,1
305343,B,0,HIP 41674,140066660,-,VAR,0.83105,0.111636,1
39983,B,2,NSV 1359,140072112,-,,,0.093479,1
87039,B,0,ASAS J082921-4350.6,140132301,T,EC|RRC,0.65739,0.062256,1
75724,B,0,ASAS J035346-3605.4,140141922,T,ED,8.715623,0.018775,1
9552,B,0,SV Col,140209204,T,EA/SD,2.75213,0.02533,1
9578,B,0,WZ Col,140288359,F,SPB:,1.38306,0.054958,1
37709,B,0,NR Vel,140300162,-,GCAS,,0.065222,1
74171,B,0,ASAS J012450-3241.4,140493525,T,EW,0.30896918,0.054161,1
76282,B,0,ASAS J043249-7345.5,140580579,T,EC,0.74382,0.023641,1
4669,B,0,DN Cam,140627676,T,EW,0.4983104,0.036025,1
1546163,,0,NGCA-V33,140638648,F,ACV+DSCT,1.38479,0.022507,1
305192,B,0,HIP 22152,140638831,-,VAR,11.54734,0.160885,1
630139,B,0,WISE J045014.9-724932,140661916,T,EA,0.5219769,0.590909,1
54645,B,1,NSV 16210,140692280,-,VAR:,,0.307361,1
2213365,,3,KELT KC26C14066,140736015,T,EA,7.31266,0.01762,1
76741,B,0,ASAS J045707-7207.9,140757590,T,EC|DSCT,0.41839,0.06636,1
637076,B,0,WISE J050522.4+721930,140839172,T,EA,0.566331,0.026297,1
409811,B,0,HD 73009,140842489,F,ACV,0.85539,0.024994,1
272055,B,0,CD-72 248,140891597,F,TTS/ROT,0.235576,0.357712,1
426699,B,0,GDS_J0835142-424332,140986572,-,VAR,,42.736393,1
426699,B,0,GDS_J0835142-424332,140986621,-,VAR,,0.11496,1
18683,B,0,XY Men,141126559,T,EB/KE,0.7766348,0.004941,1
37240,B,0,DN UMa,141148940,T,EA,1.730418,0.087598,1
232739,B,0,V0399 UMa,141148944,F,DSCT,0.0106,0.096011,1
2213522,,3,KELT KC07C05347,141179247,T,EA,7.2975,0.057728,1
37419,B,0,T Vel,141227331,F,DCEP,4.63974,0.045254,1
426921,B,0,GDS_J0837181-464710,141232621,-,VAR,,0.343437,1
18670,B,0,UX Men,141268467,T,EA/DM,4.1811,0.07025,1
689909,,0,TYC 9382-557-1,141333573,T,EA/RS,4.24738,0.007968,1
1504715,,0,ASASSN-V J070819.87+783132.7,141602778,F,BY,0.629326,0.003382,1
41374,B,0,AU Men,141606986,T,EW,0.34384,0.007992,1
2213210,,3,KELT KC26C26596,141620020,T,EA,3.1146,0.003438,1
281065,B,0,ASAS J055607-7338.7,141621733,F,ELL,0.82326,0.037037,1
78592,B,0,ASAS J055655-7320.5,141622065,T,ED|ESD,2.9278,0.008863,1
839754,,0,ASASSN-V J055944.00-731228.1,141682270,F,RRC,0.429538,0.016065,1
839516,,0,ASASSN-V J060643.33-721254.4,141766191,T,EW,0.373511,0.005125,1
79002,B,0,ASAS J060726-7655.6,141770299,T,EC,0.400298,0.053046,1
281184,B,0,ASAS J075036-1856.5,141782808,T,EC,0.417748,0.073146,1
2213548,,3,KELT KC21C08994,141814272,T,EA,16.65951,0.068593,1
37221,B,0,CQ UMa,141815106,F,ACV,2.449967,0.04966,1
41546,B,0,LMC V4702,141871560,T,EW,0.630448,0.005333,1
79599,B,0,ASAS J061937-7202.0,141914317,T,EC,0.437177,0.016288,1
79755,B,0,BB Men,141975903,T,EW,0.257707,0.217367,1
321909,B,0,LINEAR 19647800,141981045,T,EA,0.687681,0.024467,1
839274,,0,ASASSN-V J062448.69-720039.6,142013583,T,EW,0.322001,0.002041,1
132203,B,0,V1024 Cep,142047616,T,NL/VY+E,0.14872385,0.050016,1
423493,B,0,GDS_J0752274-234303,142080812,-,VAR,,0.199515,1
80330,B,0,ASAS J063431-7203.1,142105466,T,EC|ESD,0.433198,0.018549,1
1543436,,0,2MASS J06361113-7522576,142107618,F,BY,,0.011557,1
18702,B,0,AP Men,142108949,F,SRB,88.7,0.016879,1
80455,B,0,ASAS J063705-7624.6,142109430,T,EC,0.6141,0.039626,1
16229,B,0,LV Hya,142110847,F,ACV:,0.67516,0.058055,1
16107,B,0,DZ Hya,142209361,T,EA/KE,2.1755,0.103471,1
14100,B,0,CS Eri,142240683,F,RRC,0.311331,0.048288,1
356623,B,0,1SWASP J084558.78+530209.8,142258314,T,EA/EL,0.844143,0.257857,1
94456,B,0,ASAS J120222-3122.4,142262969,T,ED,15.514862,0.051943,1
2215265,,0,HD 111456,142277151,F,ROT,1.48676,0.390886,1
2213532,,3,KELT KC21C07807,142308209,T,EA,4.551873,0.231012,1
44080,B,1,NSV 5456,142375417,-,,,0.078943,1
2213495,,3,KELT KC20C22262,142441910,T,EA,2.879757,0.057269,1
159276,B,0,V0450 Dra,142587827,T,EW,0.439402,0.023286,1
270362,B,0,LSPM J1112+7626,142588954,T,EA+BY,41.03236,0.102138,1
129872,B,0,NSVS 828322,142619515,T,EW,0.2698999,0.015629,1
186071,B,0,V0451 Dra,142619583,F,HADS,0.05581096,0.509022,1
88859,B,0,ASAS J091110-0416.2,142742998,T,EA,3.0962,0.027532,1
172645,B,0,NU Dra,142783746,T,EA,6.1513,0.030792,1
37312,B,0,GZ UMa,142791832,T,EA,6.541975,0.181846,1
573763,B,0,ASASSN-V J032501.67-295208.6,142873694,-,YSO,,0.270296,1
75389,B,0,ASAS J032813-3149.5,142929481,T,EA,1.14675,0.122468,1
75441,B,0,BM For,142945544,F,HADS,0.054113,0.025695,1
1498809,,0,NEV364,142979644,T,EA+UV,4.17904,5.582713,1
92906,B,0,ASAS J110951-0931.7,143034559,T,EC,0.401109,0.0272,1
410573,B,0,ASAS J034105-3025.1,143043815,T,EC|BCEP|DSCT|DSCTr|ESD,0.36316,0.074548,1
92966,B,0,ASAS J111131-0815.7,143058907,T,EC,0.60082,0.020788,1
130139,B,0,V1397 Her,143100813,T,EW,0.387745,0.082745,1
84793,B,0,ASAS J074831-4328.8,143157580,T,ESD|ED,1.4344,0.039038,1
9568,B,0,UY Col,143168754,F,DSCT,0.169552,0.035802,1
55205,B,0,NSV 16770,143314844,-,VAR,8.83704,0.153349,1
77630,B,0,ASAS J052919-1617.3,143350469,T,EA/RS,0.660855,0.062997,1
91370,B,0,BW Sex,143452951,T,EA,1.537842,0.058439,1
26931,B,0,QU Pup,143488434,F,BCEP,0.1927,0.053993,1
609568,B,0,ASASSN-V J075355.82-442239.1,143601280,T,EA,2.87176,65.13516,1
409787,B,0,HD 64881,143669444,F,ACV|ELL,1.1039,0.019265,1
85178,B,0,ASAS J075440-4613.6,143677045,T,ED,2.08537,0.068406,1
36525,B,0,MT Tel,143765469,F,RRC,0.3169011,0.023498,1
4187,B,0,V0425 Aur,143959183,T,EA,1.568583,0.047697,1
56107,B,0,NSV 17672,143992817,-,VAR,3.32292,0.099519,1
122272,B,0,ASAS J222503-5348.6,144000467,T,EA,8.883,0.055921,1
27221,B,0,V0596 Pup,144085463,T,EA/DM,4.5961832,0.128155,1
271964,B,0,V1252 Cen,144155582,F,TTS/ROT,8.375,0.071865,1
40075,B,1,NSV 1451,144162567,-,,,0.074117,1
14674,B,0,V Gru,144194304,T,EW/KW,0.4834455,0.061838,1
228331,B,0,V0858 Aur,144203939,F,RRAB,0.671873,0.005855,1
53254,B,1,NSV 14630,144277323,-,,,16.700191,1
241513,B,0,HAT-133-0001901,144282524,T,E,0.2929328,0.115402,1
123240,B,0,ASAS J233829-4512.4,144307714,T,EC|ESD,0.403895,38.03441,1
123258,B,0,DW Phe,144309524,F,HADS,0.11142045,0.048743,1
37180,B,0,AW UMa,144376560,T,EW/KW,0.4387299,0.059495,1
122277,B,0,ASAS J222524-4435.7,144462697,T,EA,1.2339864,0.036261,1
85775,B,0,ASAS J080520-3350.4,144475181,T,ED,1.48714,0.073689,1
630467,B,0,WISE J053742.3-410123,144500485,-,MISC,0.5687711,0.139828,1
629697,B,0,WISE J032346.1-252911,144522855,T,EA,0.6656174,0.16204,1
14287,B,0,AK For,144539611,T,EA,3.981,0.055026,1
178929,B,0,GUVV-2 J033202.0-270251.0,144598282,F,BY,0.660341,0.145873,1
